model_key,dataset_key,task_family,seeds,r_star_bits_per_value,reference_bits_saved_per_token,base_codelength_bits_per_token,surprisal_variance_bits2,margin_deficit_bits,hidden_effective_rank,surprise_weighted_hidden_logdet,residual_effective_rank,fisher_trace,fisher_effective_rank,fisher_logdet,unit_gain_ntk_cost,correction_rd90_bits,angular_correction_rd90_bits,centered_correction_rd90_bits,centered_angular_correction_rd90_bits,correction_energy_rank90,angular_correction_energy_rank90,trace_normalized_correction_logdet,angular_correction_logdet,centered_angular_correction_logdet,dataset_correction_log_volume,dataset_raw_correction_log_volume,dataset_centered_correction_log_volume,dataset_fisher_log_volume,correction_channel_bits,angular_correction_channel_bits,coherent_correction_energy,coherent_energy_over_entropy,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,nearest_neighbour_cosine,correction_intrinsic_dimension,correction_coverage_fraction,correction_predictable_fraction,coherent_fraction,text_cross_row_redundancy,lora_layer_energy_entropy,lora_layer_energy_centroid,train_response_tokens,repeated_dataset_arms
qwen25_7b_base,panel_math,metamath,6,0.41178670710389415,0.09197273377343929,0.39268898356901144,0.06531107559026102,0.3158240666339225,21.79529422005918,0.7363801617366913,26.137475452689415,404.2273370394077,103.83195035671514,167.30248660736524,2.1711149567450225,395.0620092384027,444.3200497346783,403.17230575274624,452.49864381299085,177.33333333333334,199.66666666666666,305.25981842617426,316.56527641732356,319.47954185155766,1023.510371534792,967.9003171352915,1031.778775516012,5980.871494027433,6.654199830300086,6.686790191672228,8.513542346067268,21.51772464777066,0.7612305630630543,0.0932650428673345,0.5861727693534616,0.5243774548214767,22.318501382445863,0.04013591308456627,0.023993808110675013,0.0190512442199825,0.4379762340476585,0.9600604881787064,0.41233536182796665,45162.666666666664,1
mistral_7b_base,sql_div_100+text_to_sql,sql,3,0.4106034411106614,0.6760288115739024,1.104099114832934,0.11237544322221936,0.9678871429156667,39.503242984381906,0.8242649369191897,24.63361850769792,1575.6787525998668,9.524138600900436,248.9528033101997,0.1212667257152844,156.83483692918153,191.94214830324597,513.2661573437011,636.1775164916158,81.0,97.66666666666667,184.7751436499287,198.84157755896913,398.34287148127214,722.5465847826302,674.2979615244661,1219.4106181625611,6635.7896237425375,3.752072365485132,3.9020255078775796,967.9609850555556,1302.018693867337,4.280727602633175,0.09812960963503992,0.5613974808107605,0.8457613265968043,21.132281731133048,0.002208643166147129,0.20615459265367708,0.6533349867690451,0.6473691755664023,0.9037444030743201,0.32108664070946696,11106.333333333334,2
mistral_7b_base,sql_div_10,sql,3,0.3750096033195756,0.6696083418622226,1.1001999319414608,0.11008179338820169,0.9613235927342126,37.13823790090492,0.8241311688020888,24.51088460579038,1544.0654572532223,9.923771554418447,248.51281208924158,0.11268032870525574,159.70975254819743,194.5361278778926,507.94344070285337,621.1326071605557,81.66666666666667,97.66666666666667,187.35389044811404,201.44075314760576,395.2147155137149,724.4522199462717,676.7627002594309,1204.4640876624276,6585.850728618679,3.7954072013768303,3.952751006702638,942.0868107817532,1251.236365800157,4.28668471410682,0.15680223300318216,0.5558277837122404,0.8459591210197407,13.308340646791082,0.0022639542492019255,0.20371361876272617,0.6447636610074582,0.6846011497295539,0.9022185881497019,0.31752641964779976,11337.666666666666,1
mistral_7b_base,sql_div_25,sql,3,0.3870594163578436,0.6744409544400201,1.1166118544254762,0.11876277612534276,0.9762807996109283,38.79687239663292,0.8254957111112425,24.329099289632193,1579.3313263786104,9.930784859457745,253.04779403714429,0.11245877829958834,162.46733690050567,196.24565992201784,518.5879621183299,633.2590878107986,83.33333333333333,99.66666666666667,187.7121176229955,201.01884371032165,398.12649694783,727.3855892663729,681.5568348338809,1216.965648435006,6652.777607484047,3.7914414748905187,3.9320129589397728,966.1974351583304,1272.1335088036487,4.008547786556398,0.11902180053297888,0.5761682777051922,0.8445583873095895,18.189458935235763,0.0022412101637706615,0.18370017641109618,0.6481047146511999,0.665800596907283,0.8799609531064037,0.2882266350333847,11067.666666666666,1
qwen25_7b_base,sql_div_100+text_to_sql,sql,3,0.6011562181345881,0.26323439885600497,0.5466463025998868,0.07937477346970663,0.4292391599689533,23.647361343022,0.7492393735772994,24.932197766554562,660.495478638996,42.21565341217644,182.01187225624426,0.33591263163619084,214.4218633728639,218.60713071119767,301.1919716280658,334.29955636003615,93.0,96.0,238.6812747048018,237.10222673418662,295.43567642144893,748.4412911879963,734.6535159281042,896.1952249197562,5571.457329572574,5.70158271452071,5.524602003284343,177.71359178916455,242.9776140766245,1.0793526543462197,0.0377649795046986,0.5944012338468103,0.7385957925721014,15.24733673064362,0.006919345439947803,0.05258912803261706,0.3152840179930903,0.6473691755664023,0.9685391208925386,0.5159768981418001,8106.666666666667,2
qwen25_7b_base,sql_div_10,sql,3,0.5837010484948503,0.24972457181627483,0.5570436164853163,0.08593727677403297,0.4361629289827154,22.46161021328889,0.7489627734708021,25.166978358530155,668.5472627512519,43.29507616920568,184.7824599170758,0.33826992319396537,214.8662896343931,220.88621355797355,295.84951712921026,330.7860771513933,93.66666666666667,97.33333333333333,240.13602282534308,239.32373039511958,296.0485507999917,748.4235612298935,731.8495214847352,890.3117075987135,5523.594227273338,5.732977330563725,5.563970712168086,174.45089690137388,234.62763286520524,1.0273681441946423,0.10660329244030002,0.5853903500232549,0.7434792779084818,8.967773750655912,0.007176961242785082,0.05185764135327638,0.3084636463227726,0.6846011497295539,0.9682852106176539,0.5146449779050655,8267.0,1
qwen25_7b_base,sql_div_25,sql,3,0.6111430273430632,0.2574560842002447,0.5677440750271975,0.09317585909330739,0.444939827027459,22.972197611780672,0.748918609369662,25.110394198936003,695.9314184871541,43.11697540010791,187.93548895036542,0.3498473549808518,213.1161966856753,222.1807039200402,294.7481466286821,335.07094596023353,92.66666666666667,97.66666666666667,238.3792966189012,239.07577277178936,296.31251835673544,752.4003677757727,732.0838861003158,896.8149324728773,5612.067636508233,5.740276599845295,5.556586931500557,180.11221051115135,238.49570320498796,1.0758240280160458,0.0706922143630469,0.6223892390527878,0.7348281845640692,13.479025978087597,0.007151908663937352,0.04240811057204408,0.309651527948771,0.665800596907283,0.9698217484233463,0.5050722382367814,8104.666666666667,1
mistral_7b_base,xbrl_div_10,xbrl,3,0.2603208274649482,1.6711799428618346,1.7573911915145193,0.1263954622996433,1.3360814917638588,13.19140751406048,0.7445224927925903,10.479046267536743,5443.29653233135,6.729562680812594,161.00819854873671,0.00816862316196311,22.979164871051495,23.90518009802209,38.674405247411364,40.41571557215307,11.333333333333334,11.666666666666666,80.65016734672082,82.03220338257074,109.17921954433866,128.3963371201598,126.59105068366601,170.90611735214497,2517.8392832360437,4.0605275326273444,4.1368375640852335,2963.1512497175827,1550.0294994628186,19.330949361950516,0.2280972517082789,0.5007823824297032,0.9960211209980935,1.5197056317912125,0.0029071919103924224,0.48607664910760534,0.5599102059909936,0.9498347503185354,0.8977445849676663,0.2996521773951262,3587.0,1
mistral_7b_base,xbrl_div_18,xbrl,3,0.2940063682441318,1.7160020093327708,1.761976850645927,0.13095119297757632,1.3387889019795693,13.686020287133026,0.7438432984776328,10.655582001408645,5519.005067949714,6.847069324167925,168.50564004428682,0.00886818336186204,23.21733575115871,24.201648889171512,39.41618880102775,41.3087449050743,11.333333333333334,12.0,82.0346711253535,83.57207053597544,112.4754328447347,132.65061192766441,130.50504056749517,179.11733132742847,2882.321315247165,4.07421912089212,4.15171635101123,3000.9765706737066,1559.931796171538,18.564844165841308,0.21716353258360732,0.5062640657836729,0.9933225733663331,2.1074147707049993,0.002923393500341045,0.48320646635585546,0.5586925611249016,0.9485623043087145,0.8953697990199463,0.29745401221072604,3581.0,1
mistral_7b_base,xbrl_div_30,xbrl,3,0.3177770791024784,1.7391595765079435,1.7637417808485527,0.1429185218866792,1.3416114187566563,13.726445157802551,0.7440066210767237,10.749860858815142,5508.303006494774,6.878661911272289,174.66329505172894,0.009185837935009001,23.628994443308983,24.58320383389163,41.047358295826164,43.18923696930246,11.666666666666666,12.0,83.72843376730675,85.21461378303988,116.28524830365878,136.6481280006951,134.5805371230824,186.9799717764025,3130.387469198293,4.06691974157587,4.1342851483107035,3011.726745237953,1569.182544616142,18.90018294633758,0.21425175491031234,0.5032058633147672,0.9925564523966495,2.844430084586682,0.002887183760493828,0.46901216953448666,0.5623127820614503,0.9471029621700414,0.890838853744422,0.2914730956156025,3578.0,1
mistral_7b_base,xbrl_tags,xbrl,3,0.3707638663242305,1.747493124279148,1.764299298908251,0.14147876936113227,1.3395257532053317,13.828310897574347,0.7442827535619547,10.821167090266016,5457.834376656444,6.954799652659431,174.43648696528535,0.009267094684691573,23.747403690694657,24.542585298163335,40.85749920074742,42.64011135222868,12.0,12.0,83.93158722445101,85.14953287403033,115.66540534800076,207.5491207082533,205.3260973658788,285.20265506970327,3908.6463061490613,4.082690120672635,4.1570287734110885,2960.3153937902184,1535.3020952837126,18.695366952422592,0.19742385184695074,0.5101379325281549,0.9919613413808436,2.8871356297381148,0.002928559542427026,0.47221947345250853,0.5579217519688754,0.9477428811202261,0.8958759464343699,0.29877710091671444,3578.0,1
qwen25_7b_base,xbrl_div_10,xbrl,3,0.3969269887857327,0.6161989944262594,0.6742264580583045,0.19590090795405304,0.5446643711196278,8.332975841771104,0.7325203189200832,10.672500623796873,1827.7816770262543,8.375893240516364,92.32431662950097,0.089588425316062,21.948229767161354,27.611624926952206,22.719751716333292,28.40521722552843,10.333333333333334,12.0,74.04082420815442,83.08529216299814,84.92406805741929,123.49419905527895,111.05057260473718,127.22842336109932,1507.3507764062986,4.467354331969329,5.129651583688076,299.8663909552018,359.7381955308925,12.592014866998298,0.1700048570535387,0.4908417291533141,0.9980750989779857,1.7673481906081283,0.008129872043803285,0.37515420131928306,0.17143432940044465,0.9498347503185354,0.9834429870498681,0.5118260738701438,2850.0,1
qwen25_7b_base,xbrl_div_18,xbrl,3,0.4430184704073699,0.663472782229793,0.6691782249157162,0.17145198293556815,0.5395335752976583,8.700922374879836,0.7318827315211438,10.770358394648822,1823.324493594534,8.661484663728347,95.70426601666732,0.09702300515414441,22.529725522632337,27.98623457939408,23.33983501264596,28.789113341856467,10.333333333333334,12.333333333333334,76.22896992520218,84.80311911751494,86.81033804706367,127.64620932524424,115.98390226387254,131.835761092762,1748.0700944929356,4.508557203105035,5.154593830265577,292.1662171946345,351.482630796871,12.112001502036458,0.18736009479781957,0.498261099959652,0.9960700108202291,2.3038736243576365,0.00829139217874227,0.370023213447537,0.16668332357386026,0.9485623043087145,0.9819971957402668,0.5273952165940449,2855.0,1
qwen25_7b_base,xbrl_div_30,xbrl,3,0.469200603327846,0.6884740764597154,0.6763012333200701,0.2115629677549995,0.5466920941435092,8.624902743212548,0.7321536035862244,10.862806761509203,1797.4939469813344,9.359692048198935,98.9425492752461,0.09696113385238132,23.90992404616434,28.450117558546925,24.707813693555305,29.4348887123242,11.0,12.666666666666666,79.18943482736822,86.31333849818112,88.62161794901289,130.5806840358366,120.63413957500723,135.179287741326,1924.9264422796225,4.611652380108198,5.1571528934031035,272.6055282752925,325.5228064967141,11.98208970118246,0.10850025432724604,0.5046743816926793,0.9960050008124602,2.9031265671826527,0.008272293164083956,0.3392183008032548,0.167274010741065,0.9471029621700414,0.9820063560676431,0.5232983556669127,2852.0,1
qwen25_7b_base,xbrl_tags,xbrl,3,0.47436020446021815,0.7009649898312617,0.6792197751638014,0.18925058931586655,0.5490812492444093,8.682666331686482,0.7325339294027756,10.890213763928031,1776.3311278512301,9.403314458495183,99.23349014369296,0.09823158054204979,23.921814201183803,28.483133403359307,24.745874331020147,29.324942647082906,11.333333333333334,12.666666666666666,79.6626691295828,86.39459464293888,88.48619436716564,191.38340193014153,178.19645623094212,199.68982949492556,2502.506436254249,4.611522693986012,5.175408724445833,267.76254843503705,320.1461932578595,12.08908364586459,0.1546594780069838,0.5115883175541448,0.9953086008043487,2.7888580141681794,0.00841713393802594,0.35958077503544855,0.16152095636201524,0.9477428811202261,0.9834518576747989,0.5119640053723565,2852.0,1
llama31_8b_base,kind_summary,xsum,3,0.6736490402101966,0.5655867556097488,2.3567578087473895,0.47499401325198964,1.6210573347214279,44.91148366208633,0.9024329082396852,29.745800836852208,458.04765336079043,402.54949133786243,294.0638484182761,0.21521636547162526,1068.3238848662975,1124.6238715544987,1100.992022586763,1159.8653868873578,497.0,525.6666666666666,493.26738987408663,508.71213451525114,526.3874589596212,1673.5385609463256,1621.5338275688398,1711.6515173584776,7085.577770655439,6.58371742744225,6.598477267950443,24.13866857804921,9.306201588291515,-0.622328059334073,0.0393507223457527,0.07076086338209166,0.24003705681759915,67.9304384183525,0.15151651503074393,-0.002881486091575791,0.05609240280616649,0.49776895709927765,0.8210220219822068,0.22658435072304228,6430.666666666667,1
mistral_7b_base,kind_summary,xsum,3,0.6521526212375846,0.6058513120992538,2.1705043308669048,0.4240630120074504,1.533999132749516,48.722479278785585,0.9100070032340182,29.45598573716104,2572.5108238831867,323.8054070631643,880.1655744122246,0.10749699852054857,996.7782500455138,1063.6273165190871,1052.0309591364128,1123.6678742563315,470.0,502.3333333333333,455.7381835729912,476.28558262250925,506.43518682886435,1615.7109537848894,1551.5765222980365,1681.2493519846219,8325.027428033774,6.168632876083509,6.213686942701162,228.53438104627557,100.46013492110758,-0.761994556666996,0.016605378040441238,0.1752525660808185,0.26872470303851165,72.80125275208802,0.08731807324323744,-0.005087281186029635,0.0950818012878215,0.49776895709927765,0.8658409950935576,0.2688978824619274,7137.333333333333,1
qwen25_7b_base,kind_summary,xsum,6,0.3893794209944484,0.4940799259657074,2.4425090525062156,0.527189444836878,1.8895999153269987,32.98411202301537,0.7821740082588442,29.709245871276085,2576.179742655521,158.30042318796066,639.3420800241811,1.0295124540022533,597.4391817481546,661.1411512733583,615.8054234500155,680.1978493447405,281.3333333333333,314.3333333333333,342.88986644505195,359.29307190657136,366.4276779734367,1226.733880362305,1167.69277627231,1245.6311275339106,7952.143662715712,6.314351346575876,6.356725464295764,91.53884648314154,46.35038929838834,-0.13944123567317532,0.08265527930848358,-0.4201800166485163,0.37041041710206546,44.90739074233749,0.07081440713491315,0.006717302208338142,0.035419994175044524,0.49776895709927765,0.9787079777997971,0.4771326921622985,6524.666666666667,1
qwen3_8b_base,kind_summary,xsum,3,0.6368193259654874,0.44507440642069246,2.426888844514547,0.49667222442263664,1.804463212031011,31.903971425039956,0.7019576526615857,29.81492353168788,1986.877138128275,42.592337844890245,230.1453853604336,3.2671097696325666,71.48522080347335,76.70874036493795,72.03834371671421,77.33730891170431,30.0,30.0,156.45363083039948,163.03609039644024,163.78514408921242,521.2695741698545,487.7086985628967,524.7230274545396,6088.285509879766,5.8893204683696085,5.931984966450738,33.13207454385678,14.77755840228736,0.032975337759691574,0.06967738239416327,0.7314664249297173,0.5310345531746136,25.145700353646856,0.032965006615771536,0.0013447176299677215,0.016013489814162663,0.49776895709927765,0.9079215142721413,0.4509530821210091,6524.666666666667,1
