run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,measured_rows,row_sampling,row_sample_seed,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_channel_bits,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_channel_bits,correction_energy_rank90,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_information_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,base_head_error_alignment,base_head_hidden_alignment,total_correction_channel_bits,within_between_energy_ratio,within_example_channel_bits,lora_correction_channel_bits,lora_correction_effective_rank,lora_layer_energy_centroid,lora_layer_energy_entropy
llama-natural__llama31-8b-base__kind-instruct__all-linear-r16__s33__fa651d4852,llama_natural,llama31_8b_base,kind_instruct,33,16,4,all,8000,8000,256,uniform,271828,0.7613193481685165,True,0.3782861372024511,15821.0,2.16535594931338,66.70157576231084,241.50691731845416,857.0074552603742,35.1078026929093,1.515081866120454,27.390296355074202,1.0440103403397134,0.9246218180410375,0.7497736115420999,1.8195149235056456,177,152.72801707746763,357.7554186372246,156.57709720586593,364.3046881162894,251.57065777601764,1.752135653977836,124,246.2046476902543,810.8011204849894,802.6371661946959,2357.206447925502,661.3132072529664,113.14020567429314,36.35825529290295,15.752269025937164,81.61340682573004,0.05153478851797296,0.32007394383074395,29.97305815673075,0.1235493388921225,0.30303109393065186,-1.9591909053406282,0.08509587635050628,0.24951704427845922,0.33556551055281025,0.00047223243883490803,0.07940012470086237,14.239906914286234,23.506054912050743,14.23986065101213,1.704629536692126,35.406098596334026,0.23350034489166305,0.8256245447760765
llama-natural__llama31-8b-base__kind-summary__all-linear-r16__s11__03664a5e99,llama_natural,llama31_8b_base,kind_summary,11,16,4,all,8000,8000,256,uniform,271828,0.6486600442993546,True,0.5603717398556927,6414.0,2.3955946677847755,156.2124322536937,222.60546596859177,467.98519073474347,41.07108793440127,1.6400342301980353,28.554188687256307,0.6077154226791761,0.9015933481696228,0.22713224423244985,1.690415886583825,177,147.765401103551,351.46310175423605,151.84461253031478,358.0659526273531,342.13150309984616,1.6876341062273739,167,335.8762199099673,794.1840218654785,785.8648913893536,2211.151925996387,765.8810998186082,142.56110421297416,25.687549278219294,9.69860343764281,102.83609903585626,0.057871049131006866,0.4249127731715674,67.65684994163605,-0.01792282303941195,0.20746986859243166,-1.8552774066655056,0.037498633694477805,0.3140102899720503,0.46311140800118755,0.0004462175676448403,0.07573261215098638,14.251942544356913,24.403717897613287,14.251556915523842,1.271415647162292,9.485810813857439,0.11062493763750103,0.6133397925270812
llama-natural__llama31-8b-base__kind-summary__all-linear-r16__s22__fa416bd31b,llama_natural,llama31_8b_base,kind_summary,22,16,4,all,8000,8000,256,uniform,271828,0.7278999272192205,True,0.5755073290319144,6586.0,2.2703583368416,159.18122851122462,210.12575509903442,420.49545953979253,40.88466949503836,1.5594325157705806,28.11682302912649,0.36089313811870954,0.8983256149266817,0.2171454722519702,1.6606782351573082,173,144.58357509900662,343.9781300346236,148.95342059462826,351.06337816417755,342.3111733151664,1.6596375758111357,166,335.25949958525666,783.3306933111066,774.381389687644,2159.872281634748,763.3027274466485,142.16404510823475,25.422267598694543,10.055372478546612,102.54968143518259,0.061674521491100864,0.39673370868730706,63.220633556184204,-0.01905723196408937,0.21953804103777366,-1.3112079791263171,0.05559054385699507,0.1726027304720879,0.4575408226351966,0.00043896403125025067,0.07927784031842235,14.238047173894763,25.01342558064471,14.238743398204331,1.6337566583309093,99.9043524122087,0.2224413854848727,0.8133114385775774
llama-natural__llama31-8b-base__kind-summary__all-linear-r16__s33__7d41e1877f,llama_natural,llama31_8b_base,kind_summary,33,16,4,all,8000,8000,256,uniform,271828,0.6443871491120144,True,0.5608811979416395,6292.0,2.3021817960637683,126.11985436756409,218.07169045156434,488.03018138058735,41.4259685745563,1.5713269621767896,28.372011612736117,0.30271091232334635,0.9011961495733803,0.2507848318754185,1.6764837888746016,176,146.66155360507523,348.7211573268219,150.4918758709435,354.8680255190201,326.4548194404352,1.653665183406058,162,321.4370258780234,789.1520949688786,781.4407002353203,2188.25268472123,745.9741288723015,134.54609281137746,23.36731197044842,9.019941950651969,97.05449043498024,0.05561194396429157,0.43340066929529647,66.41000311010959,-0.05164842057798569,0.2071844361699681,-2.0719884772496826,0.00814080099809181,0.3755950923398904,0.4524451570585234,0.00043838348601702,0.07785543944524202,14.266046938299185,24.970820528183662,14.266456622933077,1.5769991901027252,52.878714383403334,0.21738953973549172,0.81172559380463
llama-natural__llama31-8b-base__panel-math__all-linear-r16__s11__dad850cf3a,llama_natural,llama31_8b_base,panel_math,11,16,4,all,8000,7990,256,uniform,271828,0.9076130766281032,True,0.6339316585327489,42080.0,1.2650043624453247,110.61955139204292,112.96390692778279,201.8459185694611,29.76275618152714,0.8615002334117889,26.34251900376252,0.14674531499926843,0.8025521182579778,0.18223176186846454,1.801599508917192,150,135.10889031777492,308.66689262227817,141.3208664445069,321.87062263654605,311.6911225760266,1.8003284325271531,143,298.93069986710077,756.2619622162534,739.8563947848954,2064.560949914799,728.3984000770865,133.23286122077013,17.069807584513658,10.856427531492473,96.10719408332628,0.08711273441884787,0.18607730027829777,35.89698882589228,0.02494786224621759,0.382762464747607,-0.07951020783040064,0.12048638380910065,-2.7540325537920674,0.4266205219343373,0.0005025220791642384,0.08401371688172238,13.373900542006405,31.360380129851226,13.369096433269586,1.7497111246241317,66.69909220138508,0.21858643375066322,0.8178860948867882
llama-natural__llama31-8b-base__panel-math__all-linear-r16__s22__be6dd95ad0,llama_natural,llama31_8b_base,panel_math,22,16,4,all,8000,7996,256,uniform,271828,0.9391555141463559,True,0.6338401651566106,41750.0,1.2376505020074546,106.53549230037683,110.62551413572727,199.23074926227326,28.95407210133358,0.8465594074805267,25.699080498254382,0.13258190156447017,0.803841334111501,0.19746174699827593,1.799787823068672,147,133.7609744738222,303.8897351823465,139.99172955691935,317.36044555595527,307.9901348039011,1.7970882059214284,141,294.4817593296852,750.8833310988946,734.1968632782882,2055.25552737555,723.0302957316771,131.65969090745907,17.48533398418676,11.54154541767597,94.97239157858247,0.08847991261685968,0.17815328546294956,26.521545657871318,0.027422666388203454,0.3975776534013442,0.05359441191774466,0.1021777192493783,5.907699416719382,0.43272214386459806,0.000513246263755726,0.08198462147814087,13.36045005643164,30.84890435989181,13.356672387427851,1.7479803268666605,71.2389694775894,0.21778420422813297,0.8159869942071298
llama-natural__llama31-8b-base__panel-math__all-linear-r16__s33__de84c8450b,llama_natural,llama31_8b_base,panel_math,33,16,4,all,8000,7993,256,uniform,271828,0.933178955157539,True,0.6327642669002014,40652.0,1.1751494284253567,107.77844721203711,106.08808554048953,186.92781613861644,28.091467963610096,0.7970920196967199,26.23985340176353,0.11312465382474524,0.799493250119448,0.19817916624863163,1.8013299184725662,148,134.36107054931,305.43609728772844,140.48092315126772,318.66514927966324,309.3382984399782,1.7981389602481515,142,296.0555214333166,752.415378250006,736.0297990968032,2041.0568350484255,724.8470779220863,132.11467302817596,16.207861181520098,10.983763518743476,95.30059180320818,0.08695670281887104,0.18500741604891363,30.719573208321613,0.035332263362895855,0.389008920014009,0.0828603861184656,0.06904063350771832,3.845778836081513,0.4213437147579985,0.0005251688282335127,0.0821213233347852,13.283806349013787,31.179066737722522,13.2776878478447,1.743472114563062,72.67914858883891,0.2265318203259181,0.8234408194800142
llama-text-to-sql__llama31-8b-base__text-to-sql__all-linear-r16__s11__482ca80d7c,llama_text_to_sql,llama31_8b_base,text_to_sql,11,16,4,all,8000,8000,256,uniform,271828,0.5505844422952153,True,0.37776135279770234,7560.0,0.6873101600212976,22.42499509570976,68.7214932444042,188.09798506058638,38.146523566611855,0.5192704654764384,24.9270343560342,0.0732273358279732,0.8236177924494481,0.2328627178128243,1.5676102644873722,92,92.4066909862318,182.19484531234679,128.25585912311652,265.12452575905746,234.39287085957395,1.5366802182276071,79,158.83359688034557,685.985220903141,577.4430961766907,1824.5600287543398,547.1570507988356,85.5817833324374,72.6124837066678,78.85333029129352,61.73420720207059,0.40858214921677394,0.019851071671509814,19.621868653654616,0.08981367175286681,0.7166657439709712,1.8994352961406966,0.04994291865450265,0.7141900861945427,0.61771814017242,0.0005624995558604128,0.08550645867693786,10.760059678217443,23.713054748287785,10.781152650905554,1.5989146693891945,33.3026580636548,0.27727942263289496,0.8593020251340658
llama-text-to-sql__llama31-8b-base__text-to-sql__all-linear-r16__s22__def9fe9621,llama_text_to_sql,llama31_8b_base,text_to_sql,22,16,4,all,8000,8000,256,uniform,271828,0.5405310745178014,True,0.3998854867920256,7974.0,0.703793193330057,21.691907036147633,75.67121982386593,221.21759390797834,37.55995902075715,0.5262628594064154,23.948118342815988,0.07249718718938006,0.8279564771544794,0.25559334055005767,1.5692758485184235,92,92.53800151437744,182.88099397942142,127.79720591222575,265.01963974327987,219.02178715049178,1.5362036423452141,75,150.3286372697908,686.0623194767184,579.0089494983563,1848.9020004796369,535.1453293891225,83.81276371031166,81.09335121805015,85.24392964365325,60.45812928403255,0.4039355665140315,0.020022506948612184,14.209401504059752,0.13047460491377905,0.718470348760573,2.5699702275671106,0.050638182317139936,0.6709760463970126,0.6048483045806068,0.0005429184898652566,0.08130175809663036,10.825868354353364,22.172404669663567,10.851526431175404,1.5939731549236231,30.348080754434953,0.26567792474275714,0.846899642103516
llama-text-to-sql__llama31-8b-base__text-to-sql__all-linear-r16__s33__12f96637a3,llama_text_to_sql,llama31_8b_base,text_to_sql,33,16,4,all,8000,8000,256,uniform,271828,0.5127492807297948,True,0.37625888841751465,8014.0,0.6795144217321649,17.77272254516207,71.73809508199336,228.74718850923549,38.01073739203521,0.5151125961565413,23.587762519780526,0.06840709145462269,0.8197547251017744,0.2615404623518415,1.529261906251767,80,85.36400120895374,158.28533107064447,123.52458193748191,249.13312108609384,203.28358225326954,1.5042266307825674,63,128.2178653388986,665.9783108243164,545.3637391165034,1816.7723961338347,503.8393735131141,77.57604179361226,92.98719746902466,101.42848458056976,55.95928539371969,0.44723082420716154,0.016864385650846334,18.24559321455647,0.1719854542165845,0.7557806895859319,3.207115803098969,0.062259363222579835,0.691443146294577,0.6172892458862981,0.0005391400068071577,0.08449406772785714,10.319306142111316,20.70320005196914,10.346416510754143,1.571824491459939,27.54944041352512,0.2661105209805762,0.8474563677326149
llama-xbrl-div-10__llama31-8b-base__xbrl-div-10__all-linear-r16__s11__add51cf5d4,llama_xbrl_div_10,llama31_8b_base,xbrl_div_10,11,16,4,all,3000,3000,256,uniform,271828,0.36674435919160303,True,1.0332560213189501,2936.0,1.0483067145105451,10.80911195322724,61.773023583647806,426.886628079503,12.090026690773335,0.6554464216460474,13.036255460043275,0.23639371162659317,0.7780955801246756,0.044828232648619445,1.5451563205389836,14,49.77171470360325,30.87212239964759,59.23631411461665,40.84957435654961,38.64574806130794,1.5373796980636463,13,29.40399068405738,170.8096304095581,144.31835066561266,1004.3281561917017,140.81000742090245,48.4776649492362,166.27846498422554,95.83931472202771,34.96924340806989,0.4096015064153777,0.01947212535398866,2.4106630433473604,0.45872839402387877,0.985952624261888,20.703488301270305,0.30812748301754517,0.522016765824147,0.9175219941348973,0.0004960163256642324,0.09726241203667738,10.370294350443443,10.704301825195817,10.367640698296839,1.667718310918993,19.86097349282188,0.30187696260078833,0.8891160496988968
llama-xbrl-div-10__llama31-8b-base__xbrl-div-10__all-linear-r16__s22__76d23c8f13,llama_xbrl_div_10,llama31_8b_base,xbrl_div_10,22,16,4,all,3000,3000,256,uniform,271828,0.3021187392866906,True,0.9800926163431097,2828.0,0.9536794607993215,10.521481228085081,60.122426511139665,419.97385278156014,10.983588228746006,0.5799294136813842,12.40464314228612,0.14552896448963654,0.7752432792628218,0.03897370928969479,1.5309113761087225,14,48.69528422252787,29.73920252120338,58.212854155233984,39.3150144339315,37.07224191082962,1.5326109090388822,13,28.501318679020592,167.31806822223066,140.3923249431843,987.9285781819858,136.94678240572782,47.680686704853485,165.90258158053365,98.07054404166202,34.39434512763623,0.42175040331970304,0.018326586626153506,2.8277642448817755,0.5080910287897504,0.9862282499128903,21.3226957900671,0.28652861811262076,0.5429211975039394,0.9238033515415239,0.0004972481957848915,0.09484769057940372,10.202209179561356,10.484958929004305,10.187852102160143,1.660405695365136,19.077015427029878,0.29665360749346187,0.8838347751428934
llama-xbrl-div-10__llama31-8b-base__xbrl-div-10__all-linear-r16__s33__e668e8f1bb,llama_xbrl_div_10,llama31_8b_base,xbrl_div_10,33,16,4,all,3000,3000,256,uniform,271828,0.27738289939545197,True,0.8789590953092925,2786.0,1.0465083773015067,11.991075471807196,64.6905065713463,421.9235346076553,12.312772068338095,0.6549595251563005,13.474512634154491,0.35265059478981037,0.7818298709930949,0.040683716301955,1.5519870854366076,15,51.10198402698498,32.538486316459846,60.726033229236236,42.884026127669706,41.627640631219144,1.556437712717658,15,32.47110310884496,174.30965213613678,148.007787584366,1005.9911405831733,146.08454020582815,51.13550729448706,158.80268183412267,91.2801693400977,36.88647139354895,0.4023794762923163,0.02001653701204338,1.9845481773345068,0.5098062917184543,0.9872679788832492,20.565568400316437,0.2998022869943793,0.5107557183306491,0.9196542311191993,0.0005104326830668816,0.0947649086474612,10.505823646191782,10.544576376919084,10.501725620460563,1.6832979786286486,22.063656207841294,0.30261567948284684,0.8905566469712812
llama-xbrl-div-30__llama31-8b-base__xbrl-div-30__all-linear-r16__s11__afb63f22e8,llama_xbrl_div_30,llama31_8b_base,xbrl_div_30,11,16,4,all,3000,3000,256,uniform,271828,0.4046002347810066,True,1.076943251772779,2861.0,1.014619087916799,11.812316970353573,66.43220377186076,439.0114544866906,12.761358742240876,0.6267881662934087,13.812923836552168,0.26788038262677305,0.7774344556197432,0.04847373867811254,1.5476745933778504,15,51.721889671943785,33.39631986230433,62.168466324277965,44.81708221628449,43.01909420590575,1.5488549475271522,15,32.87842521733628,182.64094704736794,153.24869347715062,1090.0359213350891,150.57404278182884,51.31091610929593,167.5958554921259,96.86902594811149,37.01300210717543,0.40674678860081037,0.01958936180599273,3.368893003056534,0.5186208056712025,0.9768227617269112,19.27807195791886,0.16438740379680672,0.52269234587361,0.9123818525519849,0.0005142457537461874,0.09257845240181138,10.42344148050909,10.284916128836192,10.422283328679129,1.6703243674093988,20.727411279731488,0.30662734157482363,0.8914885442076471
llama-xbrl-div-30__llama31-8b-base__xbrl-div-30__all-linear-r16__s22__8d6b4917d6,llama_xbrl_div_30,llama31_8b_base,xbrl_div_30,22,16,4,all,3000,3000,256,uniform,271828,0.36613508083729546,True,1.0394777083945026,2860.0,1.0435041364980862,11.797909367829769,65.81203747903696,445.44225093858086,12.598881148806408,0.662894030334428,13.55371381591839,0.2257390897003492,0.775294575243676,0.044556049836806604,1.554412145276464,15,51.40079005784545,32.68559838191047,61.064549183537935,42.97984444019013,40.917742635003854,1.5529006265304566,14,31.827630364842918,179.57121244843407,151.43793312028222,1093.2229051625109,147.94288996666356,50.64499175623368,168.29992808486134,98.76350859307378,36.532639226290385,0.4001571612758859,0.020226032933711273,3.029761976408887,0.4688280099178076,0.9828164188775136,19.40089913541252,0.33736386459976614,0.5316476196149263,0.9184328837508028,0.0004798352817405572,0.09483263415789626,10.354664703767824,10.528393800892884,10.342186536868015,1.6821473555243545,21.797707048147217,0.3087289290994656,0.8929625078137512
llama-xbrl-div-30__llama31-8b-base__xbrl-div-30__all-linear-r16__s33__01ab70d7fc,llama_xbrl_div_30,llama31_8b_base,xbrl_div_30,33,16,4,all,3000,3000,256,uniform,271828,0.3343824119417468,True,0.9671371111604812,2835.0,1.0083811277290806,11.064026778027552,64.73468025978498,442.2961762888942,12.045053255042736,0.6253087461809628,12.959549084550504,0.2695543851855083,0.7769542996467788,0.04357155714049925,1.5396580841140473,15,50.391473913370746,31.552769794336648,60.61466634151679,42.54404499212916,41.028361581501514,1.5362620297009346,14,31.201204350518676,180.19982073705015,150.14747759341225,1092.965401866048,147.69545962527047,49.744103311997335,172.18222111674635,100.7315687627378,35.88278558084341,0.4146173429861622,0.018971808602944524,4.309544994382488,0.4996978872271812,0.9754304096324404,19.89070330315782,0.34509173292587586,0.5188888378357246,0.9177505380368672,0.0005129695406978409,0.09454261354212663,10.333184384353185,10.15972383389494,10.33074192998585,1.6679292777253778,20.334310207289857,0.3054254271715302,0.8907176111178984
llama-xbrl-tags__llama31-8b-base__xbrl-tags__all-linear-r16__s11__4729f4d39d,llama_xbrl_tags,llama31_8b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.364912681080308,True,1.0783443759132094,2861.0,0.9498679076787084,11.700987074860532,64.42634378007733,406.87588979680027,13.150437779162441,0.5721149157034233,13.568964220618229,0.13160054802723023,0.7764406707600109,0.043679691809881585,1.5456926941383686,15,51.44395899204764,32.81380031903703,62.00605857033792,44.57942130087847,44.037687818062786,1.5417028392607937,15,33.0083753116397,275.837397126756,230.11891400433473,1329.1818429755745,226.29416978274537,51.479026410612505,161.20798877743087,95.1786668311541,37.13426805619132,0.4115803300288604,0.019393609584211973,3.2570574636273606,0.4803544243344132,0.9777870389122989,19.841624200743524,0.26921171890506895,0.5403264775967288,0.917047740991403,0.0005207696553552312,0.09216681119635811,10.328853155818335,10.522467895086905,10.335435850738481,1.667293017959187,20.77783411698233,0.30180335557786325,0.8890529074281202
llama-xbrl-tags__llama31-8b-base__xbrl-tags__all-linear-r16__s22__fd6b0017d2,llama_xbrl_tags,llama31_8b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.39815542931100084,True,1.041573788747189,2860.0,1.031876466004178,11.906377540868311,66.4568570660976,433.56560613467207,13.535706265729912,0.6393531432258897,13.61165621535733,0.22693103103020465,0.775960190819352,0.045216316975507986,1.5515679431658844,15,51.86253801062156,33.50865964965503,62.08138978153284,44.65833332859579,43.32239023983418,1.5489762295697174,15,33.22101319404193,272.310714825455,228.3913261248185,1345.8342647208663,224.75240379659596,51.594217656474186,165.4014128260527,96.3004759373442,37.21736097577055,0.40426944044635577,0.01990650109510485,4.046723474494668,0.3680040359450685,0.9795619222494408,19.54817424239629,0.2226491501393055,0.5434894364984667,0.9167985109353187,0.0005059155055737843,0.09551502926573993,10.368553073721193,10.357749781536546,10.362865800211738,1.6845158169708354,22.107433235267827,0.303968026368761,0.8905856275126568
llama-xbrl-tags__llama31-8b-base__xbrl-tags__all-linear-r16__s33__cd4a9f7ba1,llama_xbrl_tags,llama31_8b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.36251331568883666,True,0.9948721528832574,2835.0,0.9754263106733561,10.516902048741162,62.69979713575334,437.5777845767848,12.368700266995761,0.5954453865997493,12.32789914233461,0.14964679964505428,0.7732535866450504,0.04502447256496253,1.5373639729367405,14,49.5224279907014,30.581443192962652,59.50081203121988,41.28153518643675,39.43435598117012,1.5272528525491416,13,29.55430940985134,264.1985806733046,219.8445612837257,1320.1059530251541,214.4072437304138,48.40539312841865,173.14636919065208,101.54008757985666,34.917110309325146,0.41509547655977375,0.018879990971701708,4.479896854320534,0.4824557114989788,0.9767705740004873,19.398098807885432,0.18589620124520645,0.556281743553858,0.918619913744609,0.0005110690681763721,0.09458373689234875,10.218234941360148,10.153419677926337,10.219343677339925,1.657797730018216,19.32553639138661,0.29788334295088736,0.8847023183981402
mistral-gsm8k-self__mistral-7b-base__gsm8k-self__all-linear-r16__s11__fdca5d1242,mistral_gsm8k_self,mistral_7b_base,gsm8k_self,11,16,4,all,7217,7217,256,uniform,271828,0.8907039322569321,True,0.7855418001580864,33928.0,1.3547433024505153,92.7632951082629,352.7321770846104,1497.6787928553706,39.45586796659067,1.0687998994253576,23.31592819691091,0.29631074560098275,0.7861895974135275,0.15473852413747674,1.7854699070417968,141,127.12959012858047,287.3724119823602,134.7199357444626,304.6259756886385,289.3548504453685,1.7879224713291686,132,274.20279543354707,710.5696846355457,689.3417961161372,2516.7066153212077,674.4678712637643,125.37364847488713,145.94233388895967,108.4236880189291,90.43797045643791,0.10648742866602603,0.13186667847296865,34.93438432390104,0.002170836075729765,0.4107489499595761,-0.38861675499419746,0.10700948662060349,-0.005489577514645403,0.39007894270001775,0.0006420049110423882,0.14418541265202206,12.706684931124377,32.401785942562405,12.696156541966968,1.6790356568167104,46.70753720872253,0.2372311828493731,0.8388507551541544
mistral-gsm8k-self__mistral-7b-base__gsm8k-self__all-linear-r16__s22__48d2da10de,mistral_gsm8k_self,mistral_7b_base,gsm8k_self,22,16,4,all,7217,7217,256,uniform,271828,0.7952572808724718,True,0.7937773001081431,32412.0,1.3602356751216576,89.65288915138663,355.20720017193946,1512.3322240704874,38.06090562362994,1.073765977867879,23.83561092800781,0.2590741126422878,0.7838822820363878,0.16107078664476498,1.7801133559789852,140,126.75926216879223,286.4461233827385,135.555914875168,306.19745628960425,294.8518962857113,1.7790829580682102,133,276.12715325991053,712.6774999756393,688.303096009643,2521.8832535776073,676.4667471968411,125.03709822467852,173.7186538966007,126.87753744283879,90.19520076794495,0.11848649021254615,0.11840033376384199,40.42879756170174,-0.013697599390022575,0.4085755827316935,-0.449090704100769,0.08073151625579039,0.09488785778151079,0.39016738696443853,0.0006354610662722231,0.14450216874928165,12.674431174383344,32.05524731742341,12.667166187409968,1.6845244258983882,48.63120212938477,0.2402560426608569,0.8428930423530442
mistral-gsm8k-self__mistral-7b-base__gsm8k-self__all-linear-r16__s33__d5804c65f0,mistral_gsm8k_self,mistral_7b_base,gsm8k_self,33,16,4,all,7217,7217,256,uniform,271828,0.8047318372659229,True,0.775333270870522,33230.0,1.3567310807993636,89.00591951197752,353.93792092362344,1524.3993558942684,38.82358682377199,1.0710543047171086,23.740765287928,0.21948178144018154,0.7851600671299265,0.14898393169366253,1.781832256867093,138,126.04867652835387,283.6355761408371,134.38534326487164,302.7052336089738,290.3765593615756,1.781263082210372,131,272.6713979771211,708.3081132940077,684.8519482655727,2519.2022748742056,672.4033024359283,124.29059394753811,167.6818656625998,123.73386225345794,89.65671175862853,0.11577525054765934,0.12317260005194121,36.34606100148634,0.014601674877759319,0.41680807769091605,-0.37911362074835464,0.08922919311649538,-0.22816379455406136,0.40067515519507,0.0006592229660046515,0.14726910884126895,12.612239994554281,32.24977243348321,12.602284055526678,1.6771606286693403,47.595580427014546,0.24486391428613452,0.8460994871945539
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,mistral_kind_code,mistral_7b_base,kind_code,11,16,4,all,8000,8000,256,uniform,271828,0.9270848277264081,True,0.1681050878669661,103839.0,1.653997805146944,123.68899306618056,443.05852537320055,1875.4990158874782,32.760547515673075,1.3047188808993688,28.22213362052055,0.4487340003551219,0.8796159263157477,0.08602187881068171,1.7592992644187184,171,142.09550554607014,339.8400988055506,156.053219893424,365.070637733833,349.85625583591656,1.7650134225800582,160,327.3521330706722,809.656776550298,777.0196529994032,2643.8847649559857,762.0189326302594,140.44126023906253,256.3591052008367,189.41426260172884,101.30695484154593,0.1485758644059987,0.12796300997272725,46.07606874465826,-0.0670589375279198,0.33823184780790694,-1.7231358442615234,0.031426479401940495,0.34149750016657493,0.23248314743803933,0.0007941878047564788,0.13848093258195437,13.579761910145606,30.711011148116253,13.585025552384117,1.7175674838454529,62.69329515890991,0.2861591852538253,0.8829098808496617
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_kind_code,mistral_7b_base,kind_code,22,16,4,all,8000,8000,256,uniform,271828,0.8811149188660377,True,0.16621482032842239,103343.0,1.5792340399271034,117.54778725901882,430.6585699596443,1826.569365238882,35.235493117101186,1.2462517933912545,28.068826937695817,0.4173692128663496,0.8792692946059681,0.08272226633924808,1.732339730603127,168,138.72951528372346,332.4438419488773,153.8561636087003,359.94148431701024,342.5959327280385,1.7399013029772679,155,318.4193717536572,801.8142816948039,766.2070137921708,2601.715932302953,749.6307174502035,137.36652028968746,267.54474478297067,206.14345572820307,99.08899880305263,0.1609689701515401,0.11414349766106797,50.67156692387522,-0.03955471559421064,0.3484079715625907,-2.0227288227616,0.011649172545723657,0.3218969674323781,0.23362118595279213,0.0007745988400545225,0.1413793718698233,13.546527429322062,30.16349128150026,13.55358950155772,1.7332361460149057,91.67048832645398,0.29076762760024677,0.8875024557956307
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,mistral_kind_code,mistral_7b_base,kind_code,33,16,4,all,8000,8000,256,uniform,271828,0.8655379950133298,True,0.16262934218294056,109465.0,1.5470517064497722,119.84131497161769,427.1162620355175,1800.4790771055264,34.1905524876522,1.2132658697967607,28.202993839103456,0.4169736061964329,0.8797410948931381,0.09364709325962049,1.716091755630388,167,138.31584874302743,330.59613992015153,152.45550767238404,356.2303817871882,338.99121672137244,1.7230311931582805,154,316.5844466053954,795.8507698554707,762.6791208099266,2572.205419368456,745.8057758718919,136.7021361794501,250.63476226404822,190.9620303594952,98.6097469725102,0.15330662148842902,0.12477782912714222,46.304276237298936,-0.035352367481909175,0.34902399212929686,-1.9570223642827136,0.08558916450769867,0.37473426227715184,0.2235758954872954,0.0007814504750334296,0.14436326336582062,13.550024732732274,30.37756784040782,13.555109365596241,1.6991364881100575,78.80887012045383,0.29655040702585556,0.8904989347796249
mistral-kind-dialogue__mistral-7b-base__kind-dialogue__all-linear-r16__s11__64973b625e,mistral_kind_dialogue,mistral_7b_base,kind_dialogue,11,16,4,all,7998,7998,256,uniform,271828,0.9997361523735223,True,0.3053469397936337,18026.0,3.0427666143937544,111.30658773383074,613.3074244710741,4496.221321987491,40.7663096712818,2.1336352912333645,27.89222377334936,0.9106928875134289,0.895541052261014,0.3377065598684216,1.786710743974435,176,148.39372737743048,351.08068073837,157.31741220957062,366.65351051026414,330.11316294171525,1.766409708114554,156,314.26086283182184,812.4377694074836,792.3567929226977,2854.176516468081,745.5253274972102,135.43390385307154,445.8308152388948,153.34834011718476,97.69491072852949,0.10027536144455645,0.21028881433976992,43.92879565319859,0.015010161548831724,0.2919208799431329,-0.5423928792380319,0.02506669250388642,-0.21334445251142312,0.3539926495155362,0.0007692062740654594,0.15211793280140723,14.021371707322396,25.0573036193977,14.023755428317964,1.7231192570957932,57.79310885137615,0.3129531021490532,0.8789462736359702
mistral-kind-dialogue__mistral-7b-base__kind-dialogue__all-linear-r16__s22__934fae776e,mistral_kind_dialogue,mistral_7b_base,kind_dialogue,22,16,4,all,7997,7997,256,uniform,271828,0.9205704074489287,True,0.2787465925828241,18600.0,2.9965848434628466,127.73222186310758,612.5643169359948,4093.934369674496,42.64210694350656,2.097555238900222,28.117797334567378,0.7377387633330794,0.9053744914488079,0.32974848140807644,1.8005530549805173,182,152.7579270823333,363.64521394885844,160.2785652643683,376.4147685748005,344.89597481523106,1.785100826380282,164,331.70934599384145,824.9286027283636,808.5015546124116,2863.740086418285,767.9674207968869,141.58280392841783,348.80036680859064,121.64896977253157,102.13040455134143,0.08552159628572412,0.2613628844467351,66.00751535968509,-0.0015576452380487993,0.25896043315933126,-1.6381433366925715,0.07336921529078197,0.2680440995633804,0.3506045249590998,0.0007646176676859261,0.15159085408133016,14.080582950191936,26.292768520235136,14.080563075149803,1.7614811382715665,71.43561191684482,0.3197484075543019,0.8884987864444875
