run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,measured_rows,row_sampling,row_sample_seed,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_channel_bits,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_channel_bits,correction_energy_rank90,correction_information_bits,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_channel_deficit_bits,angular_correction_channel_deficit_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,tokenizer_fertility,base_head_error_alignment,base_head_hidden_alignment,total_correction_channel_bits,within_between_energy_ratio,within_example_channel_bits,lora_correction_channel_bits,lora_correction_effective_rank,lora_layer_energy_centroid,lora_layer_energy_entropy,achieved_validation_nll_gain_bits_per_token,trainable_parameter_count,codec_count,ceiling_heldout_bits_saved,shape_r90_over_r50,adapter_bits_at_r90,heldout_tokens,train_tokens,corpus_rows,r50,r75,r90,r95
transposed-code__qwen3-8b-base__kind-code__all-linear-r16__s33__6eb0050d35,transposed_code,qwen3_8b_base,kind_code,33,16,4,all,8000,8000,256,uniform,271828,0.8421465781878689,True,0.11506602024762747,88571.0,1.7919391750816316,35.451573428808196,158.60569857828338,1057.1253486946023,14.678538742776517,1.3616789545095156,28.356609125357576,0.427445995984332,0.7015128419142419,0.5488985555661919,1.7207902990793407,30,79.27663259695481,75.20801389608299,83.02963505723064,82.49028311838828,76.6908330383235,1.7223758993632057,29,56.20487480276639,71.36512723207768,421.0983834357046,403.14261678111063,2010.2954681952424,390.1756275354533,77.91650100652447,112.3331958792941,72.576650314442,0.08639101574762087,0.08797661603148677,0.11976009935055308,0.08147889803790698,22.891599780844427,0.0027243294707320898,0.5317249519287222,-0.08002447581165598,0.030415244724816215,0.27840713540668577,0.23248314743803933,0.23414877198099335,0.00022106950180354417,0.05883578929280917,11.323430861564166,30.50251723124577,11.325452869125842,0.44963360911722766,24.945264189695685,0.5584568661617149,0.8923076804690365,0.11506602024762747,43646976,13,10460.593377314988,3.9194750502207154,36140430.07616128,91181,94024,8000,0.21125707012963174,0.4459834824174773,0.8280168155558195,1.1859883751891573
transposed-math__gemma2-9b-base__panel-math__all-linear-r16__s11__9e5dc38096,transposed_math,gemma2_9b_base,panel_math,11,16,4,all,8000,7990,256,uniform,271828,0.8376716756509699,True,0.48767840120656225,46812.0,1.1199452202999964,97.7633789348289,128.55998919834178,258.17422981375495,36.82302913178771,0.8301228609634563,25.235451542634223,0.1613505174903976,0.7804760291936896,0.1809545577074719,1.794687777772239,146,130.4907978065743,296.8487679200184,137.339653565933,312.17503343739656,298.67898281874955,1.7910157415257721,137,92.20497821432168,283.6463288023131,743.9061143518886,724.9082486103869,2106.2397888733612,709.395056851629,127.8232413656965,24.766985088980142,21.57158535680166,0.04646175953919496,0.0427897232927279,0.09795563956905318,0.15946585556444398,28.567604875551183,0.03105673129802744,0.4122562745960814,0.17715539223332036,0.11234776419024,1.37727592098613,0.4266205219343373,0.3553470889442794,0.0001721564132079021,0.08196369360263217,13.124702240129107,31.740328258092916,13.117947988016287,0.44880921611727853,27.288974578422486,0.48275624318168797,0.9578568711672253,0.4811934861296306,54018048,13,22729.227245034243,3.4593461168733532,45249388.783554524,46607,46812,8000,0.24214740224030526,0.48771984488746234,0.8376716756509699,1.0767574680655592
transposed-math__gemma2-9b-base__panel-math__all-linear-r16__s22__a08a3cea6a,transposed_math,gemma2_9b_base,panel_math,22,16,4,all,8000,7990,256,uniform,271828,0.8862583955231972,True,0.4782267369646003,46812.0,1.1199452202999964,97.7633789348289,128.55998919834178,258.17422981375495,36.82302913178771,0.8301228609634563,25.235451542634223,0.1613505174903976,0.7804760291936896,0.1809545577074719,1.794687777772239,146,130.4907978065743,296.8487679200184,137.339653565933,312.17503343739656,298.67898281874955,1.7910157415257721,137,92.20497821432168,283.6463288023131,743.9061143518886,724.9082486103869,2106.2397888733612,709.395056851629,127.8232413656965,24.766985088980142,21.57158535680166,0.04646175953919496,0.0427897232927279,0.09795563956905318,0.15946585556444398,28.567604875551183,0.03105673129802744,0.4122562745960814,0.17715539223332036,0.11234776419024,1.37727592098613,0.4266205219343373,0.3553470889442794,0.0001721564132079021,0.08196369360263217,13.124702240129107,31.740328258092916,13.117947988016287,0.44880921611727853,27.288974578422486,0.48275624318168797,0.9578568711672253,0.4725165702373612,54018048,13,22995.054420205837,3.448702062148275,47873948.549775034,48084,46091,8000,0.2569831720897126,0.5184202995864499,0.8862583955231969,1.1547699314559958
transposed-math__gemma2-9b-base__panel-math__all-linear-r16__s33__826fec8929,transposed_math,gemma2_9b_base,panel_math,33,16,4,all,8000,7990,256,uniform,271828,0.887007810702916,True,0.4881493407148958,46812.0,1.1199452202999964,97.7633789348289,128.55998919834178,258.17422981375495,36.82302913178771,0.8301228609634563,25.235451542634223,0.1613505174903976,0.7804760291936896,0.1809545577074719,1.794687777772239,146,130.4907978065743,296.8487679200184,137.339653565933,312.17503343739656,298.67898281874955,1.7910157415257721,137,92.20497821432168,283.6463288023131,743.9061143518886,724.9082486103869,2106.2397888733612,709.395056851629,127.8232413656965,24.766985088980142,21.57158535680166,0.04646175953919496,0.0427897232927279,0.09795563956905318,0.15946585556444398,28.567604875551183,0.03105673129802744,0.4122562745960814,0.17715539223332036,0.11234776419024,1.37727592098613,0.4266205219343373,0.3553470889442794,0.0001721564132079021,0.08196369360263217,13.124702240129107,31.740328258092916,13.117947988016287,0.44880921611727853,27.288974578422486,0.48275624318168797,0.9578568711672253,0.48368292077457625,54018048,13,23215.89449505973,3.3308178092161307,47914430.49492498,47559,45076,8000,0.266303310931216,0.5166877899081143,0.887007810702915,1.169253177914162
transposed-math__gemma2-9b-instruct__panel-math__all-linear-r16__s11__39284e3cfa,transposed_math,gemma2_9b_instruct,panel_math,11,16,4,all,8000,7990,256,uniform,271828,0.876048509128184,True,0.6875942160610309,46812.0,1.6263396479189396,79.83631825751195,49.90573938465326,76.78426245453298,37.091310408203135,1.3917586301686242,24.615367271603933,0.25917072519309153,0.7793124405294095,0.08715049602518807,1.763894689953427,138,123.15156671463274,279.00423578505956,136.36047479118076,308.7761930789158,292.29200656684895,1.7649743623025693,128,87.30526651009966,264.8123779388894,739.897049230758,702.6520838198124,1769.4900906019432,686.0561871244226,121.03079865902038,12.182323806721104,16.48896736694152,0.07250313876239733,0.07358281111153953,0.16791768462880893,0.09146081710411803,26.793888435292615,0.019269756573804253,0.48382222504233774,0.09810009184213629,0.11185439346718017,2.051344821448582,0.4266205219343373,0.3553470889442794,0.00020454677304360046,0.06580542515987077,12.812874484693278,29.949432201804417,12.81260911972884,0.4510171405922527,29.487398502845668,0.5542054247631992,0.935405480060304,0.6866011184215408,54018048,13,32046.703627956464,4.144774606400526,47322430.41641465,46607,46812,8000,0.2113621589399227,0.45104759673846384,0.8760485091281834,1.2113949830670152
transposed-math__gemma2-9b-instruct__panel-math__all-linear-r16__s22__676a4b60aa,transposed_math,gemma2_9b_instruct,panel_math,22,16,4,all,8000,7990,256,uniform,271828,0.8862346475833234,True,0.6988507638832967,46812.0,1.6263396479189396,79.83631825751195,49.90573938465326,76.78426245453298,37.091310408203135,1.3917586301686242,24.615367271603933,0.25917072519309153,0.7793124405294095,0.08715049602518807,1.763894689953427,138,123.15156671463274,279.00423578505956,136.36047479118076,308.7761930789158,292.29200656684895,1.7649743623025693,128,87.30526651009966,264.8123779388894,739.897049230758,702.6520838198124,1769.4900906019432,686.0561871244226,121.03079865902038,12.182323806721104,16.48896736694152,0.07250313876239733,0.07358281111153953,0.16791768462880893,0.09146081710411803,26.793888435292615,0.019269756573804253,0.48382222504233774,0.09810009184213629,0.11185439346718017,2.051344821448582,0.4266205219343373,0.3553470889442794,0.00020454677304360046,0.06580542515987077,12.812874484693278,29.949432201804417,12.81260911972884,0.4510171405922527,29.487398502845668,0.5542054247631992,0.935405480060304,0.6978808520774265,54018048,13,33603.540130564434,3.606003036725443,47872665.73241905,48084,46091,8000,0.24576647289462625,0.4949192636746021,0.8862346475833235,1.1729050295484362
transposed-math__gemma2-9b-instruct__panel-math__all-linear-r16__s33__f9320acf01,transposed_math,gemma2_9b_instruct,panel_math,33,16,4,all,8000,7990,256,uniform,271828,0.9149045260161852,True,0.6969397092212878,46812.0,1.6263396479189396,79.83631825751195,49.90573938465326,76.78426245453298,37.091310408203135,1.3917586301686242,24.615367271603933,0.25917072519309153,0.7793124405294095,0.08715049602518807,1.763894689953427,138,123.15156671463274,279.00423578505956,136.36047479118076,308.7761930789158,292.29200656684895,1.7649743623025693,128,87.30526651009966,264.8123779388894,739.897049230758,702.6520838198124,1769.4900906019432,686.0561871244226,121.03079865902038,12.182323806721104,16.48896736694152,0.07250313876239733,0.07358281111153953,0.16791768462880893,0.09146081710411803,26.793888435292615,0.019269756573804253,0.48382222504233774,0.09810009184213629,0.11185439346718017,2.051344821448582,0.4266205219343373,0.3553470889442794,0.00020454677304360046,0.06580542515987077,12.812874484693278,29.949432201804417,12.81260911972884,0.4510171405922527,29.487398502845668,0.5542054247631992,0.935405480060304,0.6957205858191253,54018048,13,33145.75563085522,3.6846565005641336,49421356.60175957,47559,45076,8000,0.24830117159526557,0.5028732649880359,0.9149045260161857,1.2429398963986515
transposed-math__llama31-8b-base__panel-math__all-linear-r16__s11__36b83a3266,transposed_math,llama31_8b_base,panel_math,11,16,4,all,8000,7990,256,uniform,271828,0.9118965116449784,True,0.634620929743051,42080.0,1.2650043624453247,110.61955139204292,112.96390692778279,201.8459185694611,29.76275618152714,0.8615002334117889,26.34251900376252,0.14674531499926843,0.8025521182579778,0.18223176186846454,1.801599508917192,150,135.10889031777492,308.66689262227817,141.3208664445069,321.87062263654605,311.6911225760266,1.8003284325271531,143,96.10719408332628,298.93069986710077,756.2619622162534,739.8563947848954,2064.560949914799,728.3984000770865,133.23286122077013,17.069807584513658,10.856427531492473,0.037149068537813745,0.035877992147774984,0.08711273441884787,0.18607730027829777,35.89698882589228,0.02494786224621759,0.382762464747607,-0.07951020783040064,0.1204863838091007,-2.7540325537920674,0.4266205219343373,0.3190415137011937,0.0005004248809952902,0.08047646488507945,13.373900542006405,31.360380129851226,13.369096433269586,0.45145897643081756,28.59400905689596,0.210720362435049,0.8081878029615234,0.6296062186721492,41943040,13,26668.040709662484,2.8027301373715066,38247711.86378578,42022,42080,8000,0.3253600835434641,0.571032672486023,0.911896511644978,1.2147388245044954
transposed-math__llama31-8b-base__panel-math__all-linear-r16__s22__1090a57f47,transposed_math,llama31_8b_base,panel_math,22,16,4,all,8000,7990,256,uniform,271828,0.9368049959664778,True,0.6343978182037657,42080.0,1.2650043624453247,110.61955139204292,112.96390692778279,201.8459185694611,29.76275618152714,0.8615002334117889,26.34251900376252,0.14674531499926843,0.8025521182579778,0.18223176186846454,1.801599508917192,150,135.10889031777492,308.66689262227817,141.3208664445069,321.87062263654605,311.6911225760266,1.8003284325271531,143,96.10719408332628,298.93069986710077,756.2619622162534,739.8563947848954,2064.560949914799,728.3984000770865,133.23286122077013,17.069807584513658,10.856427531492473,0.037149068537813745,0.035877992147774984,0.08711273441884787,0.18607730027829777,35.89698882589228,0.02494786224621759,0.382762464747607,-0.07951020783040064,0.1204863838091007,-2.7540325537920674,0.4266205219343373,0.3190415137011937,0.0005004248809952902,0.08047646488507945,13.373900542006405,31.360380129851226,13.369096433269586,0.45145897643081756,28.59400905689596,0.210720362435049,0.8081878029615234,0.6300079225956932,41943040,13,27558.875620589788,2.6619748148516305,39292449.41802179,43441,41750,8000,0.3519210590347721,0.6001490875347405,0.9368049959664771,1.2437628081686207
transposed-math__llama31-8b-base__panel-math__all-linear-r16__s33__6a29f93a1e,transposed_math,llama31_8b_base,panel_math,33,16,4,all,8000,7990,256,uniform,271828,0.9356466200069143,True,0.6339132679523471,42080.0,1.2650043624453247,110.61955139204292,112.96390692778279,201.8459185694611,29.76275618152714,0.8615002334117889,26.34251900376252,0.14674531499926843,0.8025521182579778,0.18223176186846454,1.801599508917192,150,135.10889031777492,308.66689262227817,141.3208664445069,321.87062263654605,311.6911225760266,1.8003284325271531,143,96.10719408332628,298.93069986710077,756.2619622162534,739.8563947848954,2064.560949914799,728.3984000770865,133.23286122077013,17.069807584513658,10.856427531492473,0.037149068537813745,0.035877992147774984,0.08711273441884787,0.18607730027829777,35.89698882589228,0.02494786224621759,0.382762464747607,-0.07951020783040064,0.1204863838091007,-2.7540325537920674,0.4266205219343373,0.3190415137011937,0.0005004248809952902,0.08047646488507945,13.373900542006405,31.360380129851226,13.369096433269586,0.45145897643081756,28.59400905689596,0.210720362435049,0.8081878029615234,0.6311026247576506,41943040,13,27353.357512143783,2.8817689810271125,39243863.608814836,43150,40652,8000,0.32467787187904085,0.5882290351541805,0.9356466200069149,1.252243467935273
transposed-math__mistral-7b-base__panel-math__all-linear-r16__s11__b9c8849386,transposed_math,mistral_7b_base,panel_math,11,16,4,all,8000,7990,256,uniform,271828,0.704275823488208,True,0.5887326771173955,48997.0,1.001876107267305,75.65697854030641,318.8856820320728,1288.6676727039799,28.46976700419244,0.7049456498786515,24.3096327283847,0.11781454706567833,0.8140454315051453,0.14714990876899026,1.7514576144546654,136,123.86605713486315,278.76741080154056,137.79808454445646,309.3621610466857,295.0556975952577,1.7423322036194782,128,86.87922021966381,264.96148836400454,740.6084354234011,702.3412011266969,2484.317411587397,685.7910957264774,120.44017308901311,217.63245430109507,168.51293889601052,0.08796765095695425,0.07884224012176633,0.17097104434706634,0.08330928055720184,33.365156140813305,-0.006486655120589768,0.46022901867218124,-0.5621951942583664,0.08086800972111947,0.05136708853997805,0.4266205219343373,0.3721022831341132,0.0006299693743142467,0.13860621485706925,12.752765977088906,30.19406153983077,12.759036568031997,0.45030872181145865,28.596501575380014,0.2694234678857055,0.8704739991569999,0.5756220515882438,41943040,13,28650.086999240928,2.68006635753225,29539469.035598844,48664,48997,8000,0.2627829797978176,0.45758321812335007,0.7042758234882079,0.8817007142368677
transposed-math__mistral-7b-base__panel-math__all-linear-r16__s22__4b9092c3e6,transposed_math,mistral_7b_base,panel_math,22,16,4,all,8000,7990,256,uniform,271828,0.7431657717100737,True,0.5873167634642358,48997.0,1.001876107267305,75.65697854030641,318.8856820320728,1288.6676727039799,28.46976700419244,0.7049456498786515,24.3096327283847,0.11781454706567833,0.8140454315051453,0.14714990876899026,1.7514576144546654,136,123.86605713486315,278.76741080154056,137.79808454445646,309.3621610466857,295.0556975952577,1.7423322036194782,128,86.87922021966381,264.96148836400454,740.6084354234011,702.3412011266969,2484.317411587397,685.7910957264774,120.44017308901311,217.63245430109507,168.51293889601052,0.08796765095695425,0.07884224012176633,0.17097104434706634,0.08330928055720184,33.365156140813305,-0.006486655120589768,0.46022901867218124,-0.5621951942583664,0.08086800972111947,0.05136708853997805,0.4266205219343373,0.3721022831341132,0.0006299693743142467,0.13860621485706925,12.752765977088906,30.19406153983077,12.759036568031997,0.45030872181145865,28.596501575380014,0.2694234678857055,0.8704739991569999,0.5755230974639212,41943040,13,29560.240021918456,2.7963627437202883,31170631.689466514,50331,48183,8000,0.2657615766691858,0.4792659689152089,0.7431657717100743,0.9351487644233989
transposed-math__mistral-7b-base__panel-math__all-linear-r16__s33__a815761b2f,transposed_math,mistral_7b_base,panel_math,33,16,4,all,8000,7990,256,uniform,271828,0.7912024534257764,True,0.6027464494347059,48997.0,1.001876107267305,75.65697854030641,318.8856820320728,1288.6676727039799,28.46976700419244,0.7049456498786515,24.3096327283847,0.11781454706567833,0.8140454315051453,0.14714990876899026,1.7514576144546654,136,123.86605713486315,278.76741080154056,137.79808454445646,309.3621610466857,295.0556975952577,1.7423322036194782,128,86.87922021966381,264.96148836400454,740.6084354234011,702.3412011266969,2484.317411587397,685.7910957264774,120.44017308901311,217.63245430109507,168.51293889601052,0.08796765095695425,0.07884224012176633,0.17097104434706634,0.08330928055720184,33.365156140813305,-0.006486655120589768,0.46022901867218124,-0.5621951942583664,0.08086800972111947,0.05136708853997805,0.4266205219343373,0.3721022831341132,0.0006299693743142467,0.13860621485706925,12.752765977088906,30.19406153983077,12.759036568031997,0.45030872181145865,28.596501575380014,0.2694234678857055,0.8704739991569999,0.5950516020683256,41943040,13,30027.019871488745,3.06161758990736,33185436.152135447,49817,47217,8000,0.2584262829015548,0.4769963202422794,0.7912024534257757,1.0403269951882048
transposed-math__qwen25-7b-base__panel-math__all-linear-r16__s11__d0c9add9a3,transposed_math,qwen25_7b_base,panel_math,11,16,4,all,8000,7990,256,uniform,271828,0.3813940424445153,True,0.10145675481900077,45878.0,0.41654060840664897,70.04141047367023,147.16934632610872,413.4158597847828,22.174425254871082,0.33547505499518593,25.68336559485245,0.07769275987823648,0.7353120321130725,1.827150760044736,1.7901884571751567,101,114.28421989543583,223.2362985789029,114.96226567930702,225.14437705958,196.86135834226846,1.7852477853247724,86,79.1330223986411,194.70329906273068,638.1042406319173,636.2855376384481,2072.4151858025907,594.0994752248383,109.70166272961015,9.430804859156869,22.92463752727194,0.052229715740195415,0.04728904388980992,0.020983218446006913,0.15143652388013756,20.959907865296547,0.015679774217627784,0.4610059438182871,0.3148418570020345,0.10079911504195918,0.9541920698312273,0.4266205219343373,0.3475189730276413,0.0002322576023601616,0.06755120102159938,12.414086387414649,30.87989682786681,12.411305584164918,0.4439436531675087,20.003108512708145,0.4279845599505664,0.9656071883889763,0.09846063678314645,40370176,13,4642.153816743379,2.8810680399588584,15396944.618836533,45755,45878,8000,0.13237939443108782,0.23787599284553823,0.3813940424445148,0.5163912422079024
transposed-math__qwen25-7b-base__panel-math__all-linear-r16__s22__ae2dce4830,transposed_math,qwen25_7b_base,panel_math,22,16,4,all,8000,7990,256,uniform,271828,0.4406146217292332,True,0.08718484524277736,45878.0,0.41654060840664897,70.04141047367023,147.16934632610872,413.4158597847828,22.174425254871082,0.33547505499518593,25.68336559485245,0.07769275987823648,0.7353120321130725,1.827150760044736,1.7901884571751567,101,114.28421989543583,223.2362985789029,114.96226567930702,225.14437705958,196.86135834226846,1.7852477853247724,86,79.1330223986411,194.70329906273068,638.1042406319173,636.2855376384481,2072.4151858025907,594.0994752248383,109.70166272961015,9.430804859156869,22.92463752727194,0.052229715740195415,0.04728904388980992,0.020983218446006913,0.15143652388013756,20.959907865296547,0.015679774217627784,0.4610059438182871,0.3148418570020345,0.10079911504195918,0.9541920698312273,0.4266205219343373,0.3475189730276413,0.0002322576023601616,0.06755120102159938,12.414086387414649,30.87989682786681,12.411305584164918,0.4439436531675087,20.003108512708145,0.4279845599505664,0.9656071883889763,0.0839270328568898,40370176,13,4113.293813708991,3.2450873114984358,17787689.82738258,47179,45211,8000,0.13577897277770856,0.25025130749045843,0.44061462172923355,0.6031657050099456
transposed-math__qwen25-7b-base__panel-math__all-linear-r16__s33__4bf3ae7dc3,transposed_math,qwen25_7b_base,panel_math,33,16,4,all,8000,7990,256,uniform,271828,0.4208447260141056,True,0.08727100753334407,45878.0,0.41654060840664897,70.04141047367023,147.16934632610872,413.4158597847828,22.174425254871082,0.33547505499518593,25.68336559485245,0.07769275987823648,0.7353120321130725,1.827150760044736,1.7901884571751567,101,114.28421989543583,223.2362985789029,114.96226567930702,225.14437705958,196.86135834226846,1.7852477853247724,86,79.1330223986411,194.70329906273068,638.1042406319173,636.2855376384481,2072.4151858025907,594.0994752248383,109.70166272961015,9.430804859156869,22.92463752727194,0.052229715740195415,0.04728904388980992,0.020983218446006913,0.15143652388013756,20.959907865296547,0.015679774217627784,0.4610059438182871,0.3148418570020345,0.10079911504195918,0.9541920698312273,0.4266205219343373,0.3475189730276413,0.0002322576023601616,0.06755120102159938,12.414086387414649,30.87989682786681,12.411305584164918,0.4439436531675087,20.003108512708145,0.4279845599505664,0.9656071883889763,0.08476884832422277,40370176,13,4079.3087051311013,3.1466741294241025,16989575.657861166,46743,44399,8000,0.1337427101455613,0.24137645809946606,0.42084472601410416,0.5763043751183288
transposed-math__qwen25-math-7b-base__panel-math__all-linear-r16__s11__9b75f7e9f8,transposed_math,qwen25_math_7b_base,panel_math,11,16,4,all,8000,7990,256,uniform,271828,1.1454845957805513,True,0.3887518823363719,45878.0,0.8704247443238273,53.39445126213659,140.25646732546028,471.1676318946189,22.12333905192924,0.7135467857006006,25.50013190119528,0.15815306383374358,0.7171698273423207,0.6107777481314738,1.7733077119446479,66,100.8197868627646,159.34578122475958,103.88773625738473,168.6250312906412,156.35614598632205,1.765994616425005,61,70.66544602437823,147.6400139511435,566.342348922597,554.0939027429945,2040.9924526249047,535.1427043794336,97.96310934961753,35.25160769327747,49.4272379405299,0.071482884639962,0.06416978912031879,0.07454513971173357,0.11378270582870832,19.828778820318853,0.013239746165103927,0.5009392067606988,0.20119975190731118,0.15098707943788645,1.0719711715535365,0.4266205219343373,0.3475189730276413,0.00034583059365982734,0.11977279258902222,11.93466877719021,30.926271333454455,11.931223044148023,0.4551494126361799,38.41644004555188,0.452175661222866,0.9548873729643275,0.3887518823363719,40370176,13,17620.40502007093,3.091141160487982,44087564.77897082,45755,45878,8000,0.35329429942452534,0.6698877068786744,1.0920825507169158,1.4052291785474602
transposed-math__qwen25-math-7b-base__panel-math__all-linear-r16__s22__a207dc9462,transposed_math,qwen25_math_7b_base,panel_math,22,16,4,all,8000,7990,256,uniform,271828,0.9748155158944918,True,0.39721034224325114,45878.0,0.8704247443238273,53.39445126213659,140.25646732546028,471.1676318946189,22.12333905192924,0.7135467857006006,25.50013190119528,0.15815306383374358,0.7171698273423207,0.6107777481314738,1.7733077119446479,66,100.8197868627646,159.34578122475958,103.88773625738473,168.6250312906412,156.35614598632205,1.765994616425005,61,70.66544602437823,147.6400139511435,566.342348922597,554.0939027429945,2040.9924526249047,535.1427043794336,97.96310934961753,35.25160769327747,49.4272379405299,0.071482884639962,0.06416978912031879,0.07454513971173357,0.11378270582870832,19.828778820318853,0.013239746165103927,0.5009392067606988,0.20119975190731118,0.15098707943788645,1.0719711715535365,0.4266205219343373,0.3475189730276413,0.00034583059365982734,0.11977279258902222,11.93466877719021,30.926271333454455,11.931223044148023,0.4551494126361799,38.41644004555188,0.452175661222866,0.9548873729643275,0.3962365997093489,40370176,13,18739.986736694344,2.935489309007299,39353473.9441914,47179,45211,8000,0.3320793957257322,0.6233009982874879,0.974815515894491,1.2936424097000399
transposed-math__qwen25-math-7b-base__panel-math__all-linear-r16__s33__e63baa3386,transposed_math,qwen25_math_7b_base,panel_math,33,16,4,all,8000,7990,256,uniform,271828,0.9757672434859846,True,0.39236885544522215,45878.0,0.8704247443238273,53.39445126213659,140.25646732546028,471.1676318946189,22.12333905192924,0.7135467857006006,25.50013190119528,0.15815306383374358,0.7171698273423207,0.6107777481314738,1.7733077119446479,66,100.8197868627646,159.34578122475958,103.88773625738473,168.6250312906412,156.35614598632205,1.765994616425005,61,70.66544602437823,147.6400139511435,566.342348922597,554.0939027429945,2040.9924526249047,535.1427043794336,97.96310934961753,35.25160769327747,49.4272379405299,0.071482884639962,0.06416978912031879,0.07454513971173357,0.11378270582870832,19.828778820318853,0.013239746165103927,0.5009392067606988,0.20119975190731118,0.15098707943788645,1.0719711715535365,0.4266205219343373,0.3475189730276413,0.00034583059365982734,0.11977279258902222,11.93466877719021,30.926271333454455,11.931223044148023,0.4551494126361799,38.41644004555188,0.452175661222866,0.9548873729643275,0.3915367933155566,40370176,13,18340.497410076023,2.9961133149428028,39391895.35456406,46743,44399,8000,0.3256776833571172,0.61044955042307,0.975767243485985,1.2944865992054901
transposed-xbrl__gemma2-9b-base__xbrl-tags__all-linear-r16__s11__948b9309bf,transposed_xbrl,gemma2_9b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.333913914142082,True,1.370350081340784,2793.0,1.3286513736238703,12.691980277154896,97.02036269494572,866.6444395047048,15.236394709784564,0.8914657594868913,10.951245335607865,0.26727520079805456,0.7599033589962298,0.04351807125308527,1.5793851838017827,14,52.89766986166548,34.0871761622959,61.492908706762925,45.5708794788055,46.086646139563584,1.564892582376867,14,38.01991457681762,34.23895503684064,311.8535232659016,267.25003395086253,1662.8341442586768,265.2251081452661,52.706793188102196,300.34542267885075,162.49090609766918,0.27258491868809953,0.25809231726318416,0.3465028154938902,0.023601797752060106,3.155955904539374,0.4746642365895716,0.9691596731289559,17.657049886971116,0.2532904545197062,0.5347324127164381,0.917047740991403,0.2854750474489226,0.00020927045301653063,0.052356342825739186,10.396192519854573,10.548593034879966,10.384231549477825,0.42339086435847906,8.23185071307749,0.514514619014129,0.9662876966448511,1.370350081340784,54018048,13,3707.960151435026,3.0357111910958547,18035264.265082996,2706,2793,8000,0.10998239486199815,0.2177884349649742,0.333874786906091,0.43603952159060433
transposed-xbrl__gemma2-9b-base__xbrl-tags__all-linear-r16__s22__fc3e65d7d8,transposed_xbrl,gemma2_9b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.31987488067010844,True,1.3849028619891148,2793.0,1.3286513736238703,12.691980277154896,97.02036269494572,866.6444395047048,15.236394709784564,0.8914657594868913,10.951245335607865,0.26727520079805456,0.7599033589962298,0.04351807125308527,1.5793851838017827,14,52.89766986166548,34.0871761622959,61.492908706762925,45.5708794788055,46.086646139563584,1.564892582376867,14,38.01991457681762,34.23895503684064,311.8535232659016,267.25003395086253,1662.8341442586768,265.2251081452661,52.706793188102196,300.34542267885075,162.49090609766918,0.27258491868809953,0.25809231726318416,0.3465028154938902,0.023601797752060106,3.155955904539374,0.4746642365895716,0.9691596731289559,17.657049886971116,0.2532904545197062,0.5347324127164381,0.917047740991403,0.2854750474489226,0.00020927045301653063,0.052356342825739186,10.396192519854573,10.548593034879966,10.384231549477825,0.42339086435847906,8.23185071307749,0.514514619014129,0.9662876966448511,1.3849028619891148,54018048,13,3802.8117051859913,2.743705657501653,17277252.45381515,2746,2770,8000,0.11657308073943559,0.2068040940592124,0.3198422211371864,0.4326032619132657
transposed-xbrl__gemma2-9b-base__xbrl-tags__all-linear-r16__s33__ac92c4dde1,transposed_xbrl,gemma2_9b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.35344063287349115,True,1.3913914135628378,2793.0,1.3286513736238703,12.691980277154896,97.02036269494572,866.6444395047048,15.236394709784564,0.8914657594868913,10.951245335607865,0.26727520079805456,0.7599033589962298,0.04351807125308527,1.5793851838017827,14,52.89766986166548,34.0871761622959,61.492908706762925,45.5708794788055,46.086646139563584,1.564892582376867,14,38.01991457681762,34.23895503684064,311.8535232659016,267.25003395086253,1662.8341442586768,265.2251081452661,52.706793188102196,300.34542267885075,162.49090609766918,0.27258491868809953,0.25809231726318416,0.3465028154938902,0.023601797752060106,3.155955904539374,0.4746642365895716,0.9691596731289559,17.657049886971116,0.2532904545197062,0.5347324127164381,0.917047740991403,0.2854750474489226,0.00020927045301653063,0.052356342825739186,10.396192519854573,10.548593034879966,10.384231549477825,0.42339086435847906,8.23185071307749,0.514514619014129,0.9662876966448511,1.3913914135628378,54018048,13,4026.2431128348653,2.84308082861772,19084251.88809359,2894,2756,8000,0.12426449144253265,0.22117567812427083,0.3532939932981953,0.4711825055965231
