run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,row_sampling,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_energy_rank90,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,dataset_fisher_log_volume
qwen25-kind-instruct__qwen25-7b-base__kind-instruct__all-linear-r16__s22__35d7d28ac7,qwen25_kind_instruct,qwen25_7b_base,kind_instruct,22,16,4,all,8000,8000,uniform,0.8304049477923078,True,0.18692985734224066,1.952117790817283,68.58048680446478,450.66109773485715,3635.3101523507867,22.27354662768333,1.4725475875311531,28.042911854514905,1.5014361618184708,0.824246584391236,1.3488526937486003,133,130.7105807797095,282.53749269704355,132.00212943525005,285.57972145642424,206.76479434088142,89,203.4802649419273,712.0035374912655,708.6912907451461,610.2854019588269,110.57959212476513,2660.4039566135652
qwen25-kind-instruct__qwen25-7b-base__kind-instruct__all-linear-r16__s33__d67b3cd834,qwen25_kind_instruct,qwen25_7b_base,kind_instruct,33,16,4,all,8000,8000,uniform,0.7198061953815551,True,0.1802187046322543,1.8136011234601028,52.1113872557345,427.5837760427754,3871.556308667323,22.0614786008553,1.3664507509383839,27.03756434795363,0.9490791437707736,0.8084586350679726,1.5369788090853889,127,127.17292187985444,270.9490941238554,128.3774497427878,273.8171277773286,175.87167852407447,75,173.0038931086093,697.3591863889884,694.2665877604636,569.6877546242853,100.39579527962324,2623.7416658348
qwen25-kind-summary__qwen25-7b-base__kind-summary__all-linear-r16__s11__a18f9bac28,qwen25_kind_summary,qwen25_7b_base,kind_summary,11,16,4,all,8000,8000,uniform,0.37795150936890665,True,0.5099102526621968,2.4810551367068694,90.07219447762202,429.2747444098953,2630.0770492776182,30.245262022494497,1.9122064032797086,28.441867167056376,0.6840867438223065,0.7821618857881673,0.8164101468492129,128,120.79636993419398,266.75721456874976,122.96782805515426,271.58992375531,250.1313788641344,115,245.42259669678293,683.6810387597419,678.1048133053698,652.0267732275347,115.1765974769456,2486.667814485275
qwen25-kind-summary__qwen25-7b-base__kind-summary__all-linear-r16__s22__cd678956f3,qwen25_kind_summary,qwen25_7b_base,kind_summary,22,16,4,all,8000,8000,uniform,0.4090960564682578,True,0.4833352075294872,2.3145996810033402,79.23011583260023,413.5883197276807,2587.9696827200937,29.835503312900098,1.788928641199038,27.77507660441395,0.41463294417463814,0.7807998049729371,0.9415050720330208,125,118.425957794877,261.2546941936676,120.34650981215289,265.59541828052323,237.9387967886489,110,233.36361770090355,673.9933922916186,669.0538683150327,634.5927638798105,109.6630941425633,2433.7994960473616
qwen25-kind-summary__qwen25-7b-base__kind-summary__all-linear-r16__s33__86a0197a1e,qwen25_kind_summary,qwen25_7b_base,kind_summary,33,16,4,all,8000,8000,uniform,0.37563184831990365,True,0.48972419470325623,2.425853591698867,93.27529974732404,419.9173662433937,2416.5865639099657,30.507128022062957,1.8839849518914509,28.087224018711204,0.37756516669177564,0.7797790454238478,0.8808428504182592,128,120.06557173648288,265.7255588833284,121.78775525929709,269.57276951515104,255.97739044711003,119,251.67836765823012,679.9492695364786,675.6200147778952,658.49747278729,116.23814090959067,2459.4214001767514
qwen25-panel-math__qwen25-7b-base__panel-math__all-linear-r16__s11__b456af4c70,qwen25_panel_math,qwen25_7b_base,panel_math,11,16,4,all,8000,7990,uniform,0.38379248952896483,True,0.10149917270852868,0.41654060840664897,70.04141047367023,147.16934632610872,413.4158597847828,22.174425254871082,0.33547505499518593,25.68336559485245,0.07769275987823648,0.7353120321130725,1.827150760044736,101,114.28421989543583,223.2362985789029,114.96226567930702,225.14437705958,196.86135834226846,86,194.70329906273068,638.1042406319173,636.2855376384481,594.0994752248383,109.70166272961015,2072.4151858025907
qwen25-panel-math__qwen25-7b-base__panel-math__all-linear-r16__s22__df87eb47ab,qwen25_panel_math,qwen25_7b_base,panel_math,22,16,4,all,8000,7996,uniform,0.4381584736845666,True,0.08717244685450876,0.39654372473887634,66.71436342947926,147.13444464874664,420.2711184512998,21.07439616719884,0.3187546230292355,24.66558105637066,0.05446819456325266,0.7376384894657234,1.570331685962084,98,112.6073702753027,217.62896340142777,113.56222248202144,220.26075973817137,195.00247401530024,85,192.39316476181122,631.7253207000554,628.9683455733083,591.7045680241825,108.46120446249483,2074.101860967228
qwen25-panel-math__qwen25-7b-base__panel-math__all-linear-r16__s33__8c6fb050a1,qwen25_panel_math,qwen25_7b_base,panel_math,33,16,4,all,8000,7993,uniform,0.4123229024721599,True,0.08720639399085556,0.3965574577705411,68.00533304151132,142.91001142721478,399.31900570953263,20.466329929995567,0.32137886235432234,25.028694924076593,0.06747983368139342,0.7354700323587842,1.8425260433360868,100,113.6678186560126,220.8488582140298,114.65659222983766,223.68882865142905,192.75162325705065,85,189.9420457021813,636.0997879664839,633.082982921277,583.8964142240692,108.81408642596969,2041.2744383073484
qwen25-sql-div-100__qwen25-7b-base__sql-div-100__all-linear-r16__s11__be4468bbe9,qwen25_sql_div_100,qwen25_7b_base,sql_div_100,11,16,4,all,8000,8000,uniform,0.6101460028332067,True,0.2604916505023121,0.5488068768172525,33.00688420838592,150.43501631618503,618.8416516159111,22.795247145015125,0.432759803137742,23.986139386311798,0.0768352163650261,0.7481156636925211,0.34709840832120453,63,89.2039455773293,139.4087182322657,109.65468111626402,187.58677520080292,166.22445728078307,58,130.16828039274486,582.7804156304874,514.9679287866156,494.50064228395576,88.68236119429721,2026.9684614488365
qwen25-sql-div-100__qwen25-7b-base__sql-div-100__all-linear-r16__s22__0390a6a622,qwen25_sql_div_100,qwen25_7b_base,sql_div_100,22,16,4,all,8000,8000,uniform,0.5997989198374962,True,0.2739281287806095,0.5560000869445503,31.209504603110442,159.05696440954958,710.2003334157052,21.46805946712058,0.4328161113371607,23.2614422836731,0.06762228236954851,0.7512147799488139,0.4277538280264598,63,88.05704894959547,137.43770396145155,108.61303912749587,186.1941987560025,160.4303888922914,56,125.18208299869094,580.1874550210928,511.57397995482324,485.31017752473633,86.90135185342918,2045.082908963973
qwen25-sql-div-100__qwen25-7b-base__sql-div-100__all-linear-r16__s33__7a7aa7c46e,qwen25_sql_div_100,qwen25_7b_base,sql_div_100,33,16,4,all,8000,8000,uniform,0.588895673008859,True,0.25470489076261305,0.5238628181396052,27.85806986146291,151.9398243864466,705.1942434457571,22.51094811208181,0.411341316299513,23.737937334668548,0.06372756726355924,0.7472011219234264,0.37748004698912496,58,84.8508971986378,126.65409996105316,108.73548135141982,181.82092721860613,151.69592812407055,51,114.10389076483446,573.1177476587649,493.44233420850867,464.89491049365216,83.67344110197418,2010.6942717902527
qwen25-sql-div-10__qwen25-7b-base__sql-div-10__all-linear-r16__s11__524b3a9787,qwen25_sql_div_10,qwen25_7b_base,sql_div_10,11,16,4,all,8000,8000,uniform,0.6260251632800518,True,0.25351915262753316,0.5835657489369623,33.13523981461701,164.99429789797944,723.1040376789744,21.084921667192578,0.4587740281713195,24.74642796240278,0.08071311652422745,0.7498863713182851,0.42236114522542934,66,91.49862594510799,145.15250359643983,111.3631099598498,191.0391340675231,165.85601638376028,59,131.24390596304008,586.6405137769325,522.0853325001116,495.29063505269005,89.23071635015297,2067.7038182939086
qwen25-sql-div-10__qwen25-7b-base__sql-div-10__all-linear-r16__s22__22e26f36de,qwen25_sql_div_10,qwen25_7b_base,sql_div_10,22,16,4,all,8000,8000,uniform,0.5512331781841013,True,0.25984618188324865,0.5393235684023239,31.891202606592874,154.87554524719917,663.9796396133739,20.232960921725997,0.4236483834392857,24.30401848388713,0.06393175081531334,0.7457244261497267,0.37469119781065235,62,88.96475189705231,137.52138481162865,110.35477620607568,186.73075183576344,163.17100631871372,57,126.54336279802561,580.1669325804558,509.99349919709823,486.9911375168708,88.00909565366608,2030.3234960044913
qwen25-sql-div-10__qwen25-7b-base__sql-div-10__all-linear-r16__s33__6dbb280c98,qwen25_sql_div_10,qwen25_7b_base,sql_div_10,33,16,4,all,8000,8000,uniform,0.5738448040203976,True,0.23580838093804263,0.5206061648786999,29.625491446109343,148.88357125707606,651.1487251442703,23.116091325749,0.40484751475742087,23.48389993998114,0.0653347565488184,0.7447117351004513,0.41791884600912627,59,86.6803575175887,129.29297961415915,107.26683942336415,176.5209634076484,154.86183071136955,54,119.6360266282394,565.7487937606934,496.93415499216394,474.3851831906793,85.55644335854652,2004.2523144699262
qwen25-sql-div-25__qwen25-7b-base__sql-div-25__all-linear-r16__s11__7aabc58221,qwen25_sql_div_25,qwen25_7b_base,sql_div_25,11,16,4,all,8000,8000,uniform,0.5865176087336751,True,0.2586947228846068,0.5681836653966457,30.490317532098622,154.6857228662267,680.0989038384,21.77159399669672,0.4426998977432959,23.920400301130197,0.08795882173515829,0.7481531112207681,0.36458889680110595,61,87.70318669982271,135.3613990075528,109.61748663834297,186.73049038159104,159.15800135365902,56,123.70035918489064,581.7431452914172,508.7248382654573,481.86776398068105,86.55659192714778,2025.5366267839465
qwen25-sql-div-25__qwen25-7b-base__sql-div-25__all-linear-r16__s22__69dd508370,qwen25_sql_div_25,qwen25_7b_base,sql_div_25,22,16,4,all,8000,8000,uniform,0.6081903830851896,True,0.26342112614451807,0.5416099856665824,31.049236679402544,148.19941033457795,615.2493799212587,21.363845281254164,0.42380851091002114,23.822581773853198,0.0721414912146581,0.7479108157140971,0.3739399160653536,61,87.71408820249627,134.6138795617806,108.50712181734201,183.29915308057343,164.03393163609945,57,126.88737818442446,577.0667873706049,507.56794102536196,488.04769866091095,87.65597744655975,2015.507915965632
qwen25-sql-div-25__qwen25-7b-base__sql-div-25__all-linear-r16__s33__300b4f65ee,qwen25_sql_div_25,qwen25_7b_base,sql_div_25,33,16,4,all,8000,8000,uniform,0.6387210902103253,True,0.2502524035716092,0.5647085715318099,31.861072798788694,157.75994023896544,685.2147943815582,21.643955960242472,0.44603434478631243,24.216948398763808,0.0933922259081076,0.7509823396252743,0.3903380840009292,62,88.59108152457371,136.83395121147834,110.08404602567398,186.69698889602373,162.33609779883096,56,126.3618615704959,581.7718519276934,510.69133035903326,486.43809998086556,88.21790596453698,2040.524828566135
qwen25-text-to-sql__qwen25-7b-base__text-to-sql__all-linear-r16__s11__0724a656fa,qwen25_text_to_sql,qwen25_7b_base,text_to_sql,11,16,4,all,8000,8000,uniform,0.6170887610167759,True,0.2608947836152748,0.5488068768172525,33.00688420838592,150.43501631618503,618.8416516159111,22.795247145015125,0.432759803137742,23.986139386311798,0.0768352163650261,0.7481156636925211,0.34709840832120453,63,89.2039455773293,139.4087182322657,109.65468111626402,187.58677520080292,166.22445728078307,58,130.16828039274486,582.7804156304874,514.9679287866156,494.50064228395576,88.68236119429721,2026.9684614488365
qwen25-text-to-sql__qwen25-7b-base__text-to-sql__all-linear-r16__s22__a78f6f6425,qwen25_text_to_sql,qwen25_7b_base,text_to_sql,22,16,4,all,8000,8000,uniform,0.6021122791023314,True,0.2746820487126073,0.5560000869445503,31.209504603110442,159.05696440954958,710.2003334157052,21.46805946712058,0.4328161113371607,23.2614422836731,0.06762228236954851,0.7512147799488139,0.4277538280264598,63,88.05704894959547,137.43770396145155,108.61303912749587,186.1941987560025,160.4303888922914,56,125.18208299869094,580.1874550210928,511.57397995482324,485.31017752473633,86.90135185342918,2045.082908963973
qwen25-text-to-sql__qwen25-7b-base__text-to-sql__all-linear-r16__s33__0f0e5607c8,qwen25_text_to_sql,qwen25_7b_base,text_to_sql,33,16,4,all,8000,8000,uniform,0.588895673008859,True,0.25470489076261305,0.5238628181396052,27.85806986146291,151.9398243864466,705.1942434457571,22.51094811208181,0.411341316299513,23.737937334668548,0.06372756726355924,0.7472011219234264,0.37748004698912496,58,84.8508971986378,126.65409996105316,108.73548135141982,181.82092721860613,151.69592812407055,51,114.10389076483446,573.1177476587649,493.44233420850867,464.89491049365216,83.67344110197418,2010.6942717902527
qwen25-xbrl-div-10__qwen25-7b-base__xbrl-div-10__all-linear-r16__s11__ffa2cffe65,qwen25_xbrl_div_10,qwen25_7b_base,xbrl_div_10,11,16,4,all,3000,3000,uniform,0.43517170621228746,True,0.6957399569776699,0.6996879986254498,9.141556277307163,90.35059288678949,1707.693503262987,8.469365576926714,0.5635754899558378,10.52946074841569,0.21433039413718022,0.7302125463867928,0.17149021946844747,12,46.60596433938373,26.885170326652734,47.049233550117194,27.32058888614963,22.787633170520774,10,22.414873624071866,123.83924234725328,121.21168089617312,110.94441155051103,41.95780560622043,1071.6626992008264
qwen25-xbrl-div-10__qwen25-7b-base__xbrl-div-10__all-linear-r16__s22__da4a539083,qwen25_xbrl_div_10,qwen25_7b_base,xbrl_div_10,22,16,4,all,3000,3000,uniform,0.3899488267237336,True,0.6275423759021581,0.6060742427653167,7.501960377376592,85.43675954733197,1793.8356431489483,7.361483716145157,0.48091693384048995,9.835540530981234,0.11954089301658438,0.7330056412447531,0.19602078155209213,12,45.19197533398794,25.87562848159797,46.34183486756196,26.91424426560505,20.5430956554685,9,19.784585347921166,120.03794500100085,116.0798864952505,102.98627324350255,39.037272528886234,1040.1944121139072
qwen25-xbrl-div-10__qwen25-7b-base__xbrl-div-10__all-linear-r16__s33__7c21d60d0e,qwen25_xbrl_div_10,qwen25_7b_base,xbrl_div_10,33,16,4,all,3000,3000,uniform,0.36566043342117704,True,0.52531465039895,0.691885646461742,10.73625810501608,93.47720773891511,1638.285049583717,8.742508655449045,0.5553520855755778,10.769261459890169,0.3150960195296576,0.7331261708478729,0.1743704872931398,12,47.827142478901166,28.119168143515957,48.21575093051903,28.50293979900505,25.448937549381366,12,25.290255876664215,125.63731499390121,123.41158464759566,115.67118834539622,44.79733849124659,1056.8315574787161
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s11__d4f82a1ac5,qwen25_xbrl_div_18,qwen25_7b_base,xbrl_div_18,11,16,4,all,3000,3000,uniform,0.3963774457727064,True,0.7123302305974377,0.6790560506633483,9.631897127122121,88.6058918834751,1664.1906333476843,9.22810961350618,0.5446375252795406,10.629425403071545,0.1568592512296046,0.72977871215535,0.17417097548520383,12,46.249371071937894,26.27413809414714,46.48930977585741,26.462476067388913,22.537181533933055,10,22.398371864573434,122.0931561886841,119.61797530510141,110.03024606794808,42.022530308035186,1143.5094359752006
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s22__4cdea4e64a,qwen25_xbrl_div_18,qwen25_7b_base,xbrl_div_18,22,16,4,all,3000,3000,uniform,0.48882089899247955,True,0.6398448318683545,0.6572558279731311,9.377455668563238,86.63653207267393,1635.0988428322378,8.76858049116193,0.5257054942485411,10.565980021904423,0.1387196424315676,0.7300500483722393,0.16911051710831235,12,46.02610333903425,26.221190638100587,46.487228797969664,26.613287952148887,22.06052407750918,10,21.830917075788307,121.26970681152287,118.47856299976687,108.2058878892341,41.36878000502595,1104.4160691608258
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s33__81c9f492c9,qwen25_xbrl_div_18,qwen25_7b_base,xbrl_div_18,33,16,4,all,3000,3000,uniform,0.44385706645692385,True,0.6382432842235869,0.6926034838543274,8.846482662205277,93.67578336519571,1793.5046559435978,8.444090197094779,0.5570359616540372,10.724739142894254,0.1809059222207151,0.7320485343448501,0.20339093158517269,12,47.51323912929468,27.802707732450592,48.57608817385027,28.83518102599111,23.164496457043604,10,22.281187460372117,129.71607484482843,125.66637162832592,113.56184004903827,41.84953233626226,1147.129037059583
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s11__aa44904294,qwen25_xbrl_div_30,qwen25_7b_base,xbrl_div_30,11,16,4,all,3000,3000,uniform,0.508167332783262,True,0.7412339849078199,0.680498249217635,9.711127501787516,96.93838556364683,1784.8290110308958,8.694951684008648,0.5465373079205165,10.579786856077899,0.2723976494480309,0.7326716037152684,0.18676560281437563,12,47.60081004066756,27.868617013963032,48.29665136522138,28.562389226411167,25.25256059443223,11,24.735928548971096,128.48323179019152,125.4031535358042,116.91081115422075,44.11322853951839,1157.095744177429
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s22__011d6c980e,qwen25_xbrl_div_30,qwen25_7b_base,xbrl_div_30,22,16,4,all,3000,3000,uniform,0.42191786327683134,True,0.6916306029993534,0.7033143306034617,9.411774618207716,94.10778709571134,1810.622855924856,8.630585957368801,0.5727974283363437,10.853384761915798,0.15533380424497106,0.7319455486264943,0.17979237396567707,12,47.568064821778975,27.752228206924006,48.065944131947354,28.207872994495865,24.047346113507523,11,23.55659503287996,126.31441695360344,123.63343857025365,112.91519690606955,43.06927688652485,1168.9879973824761
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s33__350b4fdf87,qwen25_xbrl_div_30,qwen25_7b_base,xbrl_div_30,33,16,4,all,3000,3000,uniform,0.47751661392344485,True,0.6325576414719728,0.6672126976773143,7.919202378234445,94.25293440915712,1920.7960786709668,7.875409212069419,0.5388311895003426,10.389317018743743,0.22282769498490473,0.7326091678376909,0.2071235000444101,12,46.47857210291387,26.686568012978324,47.71882102080036,27.8255122367475,22.494483766135552,10,21.434298341036637,127.38447019921466,122.81834516093787,111.35794939510913,40.85624398754933,1167.272627198858
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s11__5efee976cd,qwen25_xbrl_tags,qwen25_7b_base,xbrl_tags,11,16,4,all,8000,8000,uniform,0.449072836970889,True,0.7449737436952788,0.64010652989964,11.782382793024826,93.27957688695449,1443.5872866702794,9.000382892061067,0.5161319119360996,10.757850251912096,0.15619095174037984,0.731812165000201,0.19070473555396023,12,47.7648016178965,27.89648879473338,48.2212653235531,28.35885142845258,26.78802931202365,12,26.56910746151391,185.7423848177822,180.36150653572258,173.13694688782718,46.26038580295781,1385.015088449188
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s22__749657b580,qwen25_xbrl_tags,qwen25_7b_base,xbrl_tags,22,16,4,all,8000,8000,uniform,0.4779864426656891,True,0.6938735725794088,0.6707427883520722,9.18765645877532,96.44635260919591,1759.5695014322143,9.216139474151062,0.5397049019156839,10.76370046108038,0.17980682693228028,0.7315772674817433,0.2078533784959956,13,48.227569511956574,28.5359127497803,48.857224617654424,29.162681381315902,24.993726491966534,11,24.208344283950677,187.7136269037416,181.86031004372848,167.39737631042544,43.61531738815129,1419.866658729351
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s33__c528e28e16,qwen25_xbrl_tags,qwen25_7b_base,xbrl_tags,33,16,4,all,8000,8000,uniform,0.4960213337440763,True,0.6640476532190973,0.6312435659347102,7.806065521522477,90.83921193489627,1819.5082145728006,8.216561754293839,0.5037404638569569,10.027781882958669,0.1336992267448267,0.7328411711364443,0.1859760972996169,11,45.72419038277964,26.003163938411404,46.70746186649686,26.923883114420892,21.63944807115505,10,20.745524728309164,180.74951837859462,173.337115288818,157.3150705450128,40.14667709932449,1385.1855894263344
